name,city,neighborhood,place,views_median,views_sum,name_clean,lat,lng,extract,state
Samuel Parris,Dunstable,,Dunstable,137,225649,Samuel Parris,42.6750898,-71.4828433,"Samuel Parris was the Puritan minister in Salem, Massachusetts during the Salem witch trials. He was also the father of one of the afflicted girls, and the uncle of another.",Massachusetts
Sam Adonis,Monroeville,,Monroeville,137,162907,Sam Adonis,40.4211798,-79.7881024,"Samuel Polinsky is an American professional wrestler, best known under the ring name Sam Adonis and Sam Elias. Polinsky is currently working in Mexico for Consejo Mundial de Lucha Libre (CMLL) as a...",Pennsylvania
Rube Waddell,Bradford,,Bradford,137,234974,Rube Waddell,41.9564953,-78.649163,"George Edward ""Rube"" Waddell was an American southpaw pitcher in Major League Baseball (MLB). In a career spanning 13 years, he played for the Louisville Colonels, Pittsburgh Pirates (1900–01) and...",Pennsylvania
Richard Jordan Gatling,Como,,Como,137,202742,Richard Jordan Gatling,36.5015414,-77.0094074,"Richard Jordan Gatling was an American inventor best known for his invention of the Gatling gun, which is considered to be the first successful machine gun.",North Carolina
Michael Papajohn,Vestavia Hills,,Vestavia Hills,137,214331,Michael Papajohn,33.4487183,-86.7877668,"Michael Papajohn is an American actor, stuntman and former college baseball player for the LSU Tigers baseball team. He plays Dennis Carradine in Sam Raimi's Spider-Man trilogy.",Alabama
Lloyd Carr,Riverview,,Riverview,137,294508,Lloyd Carr,42.1742073,-83.1793697,"Lloyd Henry Carr Jr. is a former American football player and coach. He served as the head football coach at the University of Michigan from 1995 through the 2007 season. Under Carr, the Michigan...",Michigan
Joseph Hazelwood,Hawkinsville,,Hawkinsville,137,227144,Joseph Hazelwood,32.2837731,-83.4721177,"Joseph Jeffrey Hazelwood is an American sailor. He was the captain of Exxon Valdez during its 1989 oil spill. He was accused of being intoxicated which contributed to the disaster, but was cleared of...",Georgia
Joe McKnight,River Ridge,,River Ridge,137,988357,Joe McKnight,29.9602043,-90.2156316,Joseph Nathan McKnight Jr. was an American football running back and return specialist who played in the National Football League (NFL) and Canadian Football League (CFL).,Louisiana
Jodi Applegate,Moon Township,,Moon Township,137,235700,Jodi Applegate,40.5169767,-80.2213477,Jodi Applegate is an American broadcast journalist. She served as an anchorwoman at local stations as well as nationally for MSNBC and NBC News.,Pennsylvania
Jay Barker,Trussville,,Trussville,137,233935,Jay Barker,33.6198251,-86.6088756,"Jay Barker is a former professional American football quarterback, and a current Birmingham radio personality.",Alabama
Dave Joerger,Staples,,Staples,137,324869,Dave Joerger,46.3557159,-94.794844,David Joerger ( [YAY-ger]) is an American professional basketball coach. He most recently served as head coach of the Sacramento Kings of the National Basketball Association (NBA) for three years. He...,Minnesota
William Borah,Lyons,,Lyons,136,246285,William Borah,38.3450104,-98.2017268,"William Edgar Borah was an outspoken Republican United States Senator, one of the best-known figures in Idaho's history. A progressive who served from 1907 until his death in 1940, Borah is often...",Kansas
Vesta Williams,Coshocton,,Coshocton,136,271611,Vesta Williams,40.2720151,-81.8595756,"Mary Vesta Williams was an American singer-songwriter, who performed across genres such as pop, jazz, adult contemporary and R&B. Originally credited as Vesta Williams, she was simply known as Vesta...",Ohio
Mark Wills,Blue Ridge,,Blue Ridge,136,218287,Mark Wills,34.8639719,-84.324087,"Daryl Mark Williams, known professionally as Mark Wills, is an American country music artist, Signed to Mercury Records between 1996 and 2003, he released five studio albums for the label – Mark...",Georgia
John Archer (actor),Osceola,,Osceola,136,236939,John Archer,41.1804369,-97.5507044,John Archer was an American actor.,Nebraska
Jay Van Andel,Ada,,Ada,136,241363,Jay Van Andel,42.960727,-85.4954803,"Jay Van Andel was an American businessman, best known as co-founder of the Amway Corporation, along with Richard DeVos.",Michigan
Harlan F. Stone,Chesterfield,,Chesterfield,136,227744,Harlan F. Stone,42.9030941,-72.4494848,Harlan Fiske Stone was an American lawyer and jurist who served as an Associate Justice of the U.S. Supreme Court from 1925 to 1941 and then as the Chief Justice of the United States from 1941 until...,New Hampshire
Dom DiMaggio,Marion,,Marion,136,222940,Dom DiMaggio,41.697719,-70.7525299,"Dominic Paul DiMaggio, nicknamed ""The Little Professor"", was an American Major League Baseball center fielder. He played his entire 11-year baseball career for the Boston Red Sox (1940–1953). He was...",Massachusetts
Diane Black,Arnold,,Arnold,136,325704,Diane Black,39.0320554,-76.5027395,"Diane Lynn Black is an American politician who served as a U.S. Representative for Tennessee's 6th congressional district from January 3, 2011 to January 3, 2019. The district includes several...",Maryland
Charles Lewis Tiffany,Killingly,,Killingly,136,210020,Charles Lewis Tiffany,41.8122401,-71.8334145,"Charles Lewis Tiffany was a nineteenth century leader in the American jewelry trade and founded New York City's Tiffany & Co. in 1837. Known for his jewelry expertise, Tiffany created the country's...",Connecticut
Austin Seferian-Jenkins,Fox Island,,Fox Island,136,316534,Austin Seferian-Jenkins,47.2502467,-122.6343134,Austin Edward Seferian-Jenkins is an American football tight end for the New England Patriots of the National Football League (NFL). He was drafted by the Tampa Bay Buccaneers in the second round of...,Washington
A. J. Hinch,Waverly,,Waverly,136,592648,A. J. Hinch,42.7272032,-92.4668511,"Andrew Jay Hinch is an American professional baseball coach and former catcher, who is currently the manager for the Houston Astros of Major League Baseball (MLB). Prior to joining the Astros, Hinch...",Iowa
Wil Myers,Thomasville,,Thomasville,135,284646,Wil Myers,35.8826369,-80.0819879,"William Bradford Myers is an American professional baseball third baseman, outfielder, and first baseman for the San Diego Padres of Major League Baseball (MLB). He previously played for the Tampa...",North Carolina
Tyson Apostol,Lindon,,Lindon,135,214501,Tyson Apostol,40.3432857,-111.7207608,"Tyson Apostol is an American reality television personality, best known for his appearances on multiple seasons of the CBS reality television show Survivor. Apostol originally competed on Survivor:...",Utah
Sterling Price,Bowling Green,,Bowling Green,135,195911,Sterling Price,39.3419891,-91.1951437,"Sterling ""Old Pap"" Price was an American lawyer, planter, soldier, and politician from the U.S. state of Missouri, who served as the 11th Governor of the state from 1853 to 1857. He also served as a...",Missouri
Sara Walsh,New Port Richey,,New Port Richey,135,335145,Sara Walsh,28.2441768,-82.7192671,"Sara Elizabeth Walsh is an American sportscaster who worked for ESPN from 2010-2017. Walsh came to ESPN from WUSA-TV in Washington, D.C., where she served as the station’s weekend sports anchor and...",Florida
Reginald Hudlin,Centreville,,Centreville,135,229743,Reginald Hudlin,38.5833842,-90.125109,"Reginald Alan Hudlin is an American film screenwriter, director and producer. Along with his older brother Warrington Hudlin, he is known as one of the Hudlin Brothers. From 2005 to 2008, Hudlin was...",Illinois
Lou Marini,Navarre,,Navarre,135,247296,Lou Marini,40.7245032,-81.5220653,"Louis Marini Jr., known as ""Blue Lou"" Marini, is an American saxophonist, arranger, and composer. He is best known for his work in jazz, rock, blues, and soul music, as well as his association with...",Ohio
Jerry Kramer,Parma,,Parma,135,364736,Jerry Kramer,43.7851615,-116.9432088,"Gerald Louis Kramer is a former professional American football player, author and sports commentator, best remembered for his 11-year National Football League (NFL) career with the Green Bay Packers...",Idaho
Elizabeth Cook,Wildwood,,Wildwood,135,205625,Elizabeth Cook,28.865264,-82.0389743,"Elizabeth Cook is an American country music singer. She made her debut on the Grand Ole Opry on March 17, 2000. Cook, ""the daughter of a hillbilly singer married to a moonshiner who played his...",Florida
Edmund Kirby Smith,Sewanee,,Sewanee,135,216454,Edmund Kirby Smith,35.2031373,-85.9210899,"Edmund Kirby Smith was a career United States Army officer who fought in the Mexican–American War. He later joined the Confederate States Army in the Civil War, and was promoted to general in the...",Tennessee
Bill Dundee,McKenzie,,McKenzie,135,201146,Bill Dundee,36.1325616,-88.5186636,"William ""Bill"" Cruickshanks is a Scottish born-Australian professional wrestler and author better known by his stage name Bill Dundee. Cruickshanks is the father of Jamie Dundee and the father-in-law...",Tennessee
Sean Nelson (actor),Bronx,Co-op City,Co-op City,134,240605,Sean Nelson,40.8738889,-73.8294444,Sean Nelson is an American actor.,New York
Mary Walcott,Townsend,,Townsend,134,211069,Mary Walcott,42.6667718,-71.7051265,"Mary Walcott was one of the ""afflicted"" girls called as a witness at the Salem witch trials in early 1692-93.",Massachusetts
Lavinia Warren,Middleborough,,Middleborough,134,283806,Lavinia Warren,41.8929942,-70.9107708,"Mercy Lavinia Warren Stratton was an American proportionate dwarf, who was a circus performer and the wife of General Tom Thumb. She was known for her appearance in one silent film, The Lilliputians...",Massachusetts
Kevin Lacz,Middlefield,,Middlefield,134,152540,Kevin Lacz,41.5173203,-72.7120402,"Kevin ""Dauber"" Lacz is a United States Navy SEAL veteran who served two tours in the Iraq War. His platoon's 2006 deployment to Ramadi has been discussed in several books, including Dick Couch's The...",Connecticut
Kevin Lacz,Meriden,,Meriden,134,152540,Kevin Lacz,41.5381535,-72.8070435,"Kevin ""Dauber"" Lacz is a United States Navy SEAL veteran who served two tours in the Iraq War. His platoon's 2006 deployment to Ramadi has been discussed in several books, including Dick Couch's The...",Connecticut
Alex Webster,Akron,,Akron,134,201669,Alex Webster,43.0208924,-78.4953015,"Alex Webster is an American bass player, who is best known as a member of the death metal band Cannibal Corpse. He is one of two current members who were of the original lineup of the band, the other...",New York
Richard Warren Sears,North Branch,,North Branch,133,237997,Richard Warren Sears,45.5102135,-92.9931054,"Richard Warren Sears was an American manager, businessman and the founder of Sears, Roebuck and Company with his partner Alvah Curtis Roebuck.",Minnesota
Richard Warren Sears,Stewartville,,Stewartville,133,237997,Richard Warren Sears,43.8555186,-92.4885079,"Richard Warren Sears was an American manager, businessman and the founder of Sears, Roebuck and Company with his partner Alvah Curtis Roebuck.",Minnesota
Justin Reid,Prairieville,,Prairieville,133,112751,Justin Reid,30.3058611,-90.9723583,Justin Quintin Reid is an American football safety for the Houston Texans of the National Football League (NFL). He played college football at Stanford.,Louisiana
Joseph F. Smith,Far West,,Far West,133,221767,Joseph F. Smith,39.6711164,-94.1316095,"Joseph Fielding Smith Sr. was an American religious leader who served as the sixth president of The Church of Jesus Christ of Latter-day Saints. He was the nephew of Joseph Smith, the founder of the...",Missouri
Shaquille O'Neal,Bayonne,,Bayonne,11826.5,19217510,Shaquille O'Neal,40.6687141,-74.1143091,"Shaquille Rashaun ""Shaq"" O'Neal, is a retired professional American basketball player who is a sports analyst on the television program Inside the NBA on TNT. He is considered one of the greatest...",New Jersey
Everson Griffen,Avondale,,Avondale,133,362654,Everson Griffen,33.4355977,-112.3496021,Everson Griffen is an American football defensive end for the Minnesota Vikings of the National Football League. He was selected in the fourth round and 100th overall pick in the 2010 NFL Draft after...,Arizona
Romus Burgin,Lancaster,,Lancaster,132,196806,Romus Burgin,32.5920798,-96.7561082,Romus Valton Burgin was an American author and United States Marine.,Texas
Nancy Fuller,Claverack,,Claverack,132,440845,Nancy Fuller,42.223403,-73.7351586,"Nancy Fuller is an American chef and businesswoman from Claverack, New York. She is the co-owner of Ginsberg's Foods, and the host of the Food Network television series Farmhouse Rules. She also...",New York
Josh McDowell,Union City,,Union City,132,199566,Josh McDowell,42.0667135,-85.1360882,"Joslin ""Josh"" McDowell is an Evangelical Protestant Christian apologist and evangelist. He is the author or co-author of over 150 books. His book Evidence That Demands a Verdict was ranked 13th in...",Michigan
Joseph Abboud,Boston,Roslindale,Roslindale,132,213807,Joseph Abboud,42.2832142,-71.1270268,Joseph Abboud is an American menswear fashion designer and author.,Massachusetts
Jerome Kersey,Clarksville,,Clarksville,132,228787,Jerome Kersey,36.6240297,-78.5569449,"Jerome Kersey was an American professional basketball player in the National Basketball Association (NBA). He played for the Portland Trail Blazers (1984–1995), Golden State Warriors (1995–96), Los...",Virginia
James Krause (fighter),Odessa,,Odessa,132,310711,James Krause,38.9991748,-93.9535558,"James Leo Krause is an American professional mixed martial artist and entrepreneur, currently competing in the lightweight division of the UFC. A professional MMA competitor since 2007, Krause has...",Missouri
Harry Partch,Benson,,Benson,132,191087,Harry Partch,31.9678611,-110.2945174,"Harry Partch was an American composer, music theorist, and creator of musical instruments. He composed using scales of unequal intervals in just intonation, and was one of the first 20th-century...",Arizona
David M. Friedman,North Woodmere,,North Woodmere,132,189575,David M. Friedman,40.6501036,-73.7240205,"David Melech Friedman is an American bankruptcy lawyer and the United States Ambassador to Israel. He joined the law firm Kasowitz, Benson, Torres & Friedman in 1994, where he met and represented...",New York
Dave Cobb,Nashville,Green Hills,Green Hills,132,203074,Dave Cobb,36.1069839,-86.8170132,"Dave Cobb is an American record producer who is based in Nashville, Tennessee, best known for producing the work of country acts such as Sturgill Simpson, Chris Stapleton, Jamey Johnson, Shooter...",Tennessee
Darrell Scott,London,,London,132,211941,Darrell Scott,37.1289771,-84.0832646,"James Darrell Scott, known as Darrell Scott, is an American singer-songwriter and multi-instrumentalist. The son of musician Wayne Scott, he moved as a child to East Gary, Indiana. He was playing...",Kentucky
Darnell Dockett,Burtonsville,,Burtonsville,132,319434,Darnell Dockett,39.1112193,-76.9324752,Darnell Maurice Dockett is a former American football defensive end who had a ten-season career playing for the Arizona Cardinals of the National Football League (NFL). He was drafted by the...,Maryland
Corliss Williamson,Russellville,,Russellville,132,230343,Corliss Williamson,35.2784173,-93.1337856,Corliss Mondari Williamson is an American basketball coach and former basketball player who played for four teams during his 12-year NBA career. He last served as an assistant coach for the Phoenix...,Arkansas
Cade McNown,Hollister,,Hollister,132,232562,Cade McNown,36.8524545,-121.4016021,"Cade Brem McNown is a former American football player who was a quarterback in the National Football League (NFL) for four seasons. He played college football for the UCLA Bruins, earning consensus...",California
Bobby Doerr,Junction City,,Junction City,132,310703,Bobby Doerr,44.2192901,-123.2056484,Robert Pershing Doerr was an American professional baseball second baseman and coach. He played his entire 14-year Major League Baseball (MLB) career for the Boston Red Sox (1937–51). A nine-time MLB...,Oregon
Billy Joe Royal,Morehead City,,Morehead City,132,274267,Billy Joe Royal,34.7229391,-76.7260436,"Billy Joe Royal was an American pop and country singer. His most successful record was ""Down in the Boondocks"" in 1965.",North Carolina
Berenice Abbott,Monson,,Monson,132,199365,Berenice Abbott,45.2869936,-69.5011619,"Berenice Abbott, née Bernice Alice Abbott, was an American photographer best known for her portraits of between-the-wars 20th century cultural figures, New York City photographs of architecture and...",Maine
Tim Means,Moriarty,,Moriarty,131,471955,Tim Means,34.9900503,-106.0491893,"Timothy Carl ""Tim"" Means is an American professional mixed martial artist from Moriarty, New Mexico currently competing in the Welterweight division of the Ultimate Fighting Championship. A...",New Mexico
Steve Avery,Trenton,,Trenton,131,398546,Steve Avery,42.1394858,-83.1782587,"Steven Thomas Avery is an American former left-handed pitcher in Major League Baseball (MLB), perhaps best known for his time with the Atlanta Braves in the early to mid 1990s. He also pitched for...",Michigan
Sam Ervin,Morganton,,Morganton,131,220040,Sam Ervin,35.7454071,-81.6848188,"Samuel James ""Sam"" Ervin Jr. was an American politician. A Democrat, he served as a U.S. Senator from North Carolina from 1954 to 1974. A native of Morganton, he liked to call himself a ""country...",North Carolina
Paul Overstreet,Newton,,Newton,131,211040,Paul Overstreet,32.3212554,-89.1633929,"Paul Lester Overstreet is an American country music singer and songwriter. He recorded 10 studio albums between 1982 and 2005, and charted 16 singles on the Billboard country charts, including two...",Mississippi
Martin Casaus,West Jordan,,West Jordan,131,227810,Martin Casaus,40.6096698,-111.9391031,"Martin Casaus is an American professional wrestler. Casaus is known for his work in El Rey Network series Lucha Underground under the ring name of Marty ""The Moth"" Martinez, where he is a former...",Utah
Jeff Curro,Berne,,Berne,131,228602,Jeff Curro,42.6253546,-74.1334647,"Jeff Curro, also known as Jeff the Drunk and Jeff the Bore, is a member of the Wack Pack on The Howard Stern Show.",New York
Harlon Block,Weslaco,,Weslaco,131,209280,Harlon Block,26.1595194,-97.9908366,Harlon Henry Block was a United States Marine Corps corporal who was killed in action during the Battle of Iwo Jima in World War II.,Texas
Harlon Block,Yorktown,,Yorktown,131,209280,Harlon Block,28.9810888,-97.5027719,Harlon Henry Block was a United States Marine Corps corporal who was killed in action during the Battle of Iwo Jima in World War II.,Texas
Frank Bunker Gilbreth Sr.,Fairfield,,Fairfield,131,168951,Frank Bunker Gilbreth Sr.,44.5884052,-69.5986469,"Frank Bunker Gilbreth was an American engineer, consultant, and author known as an early advocate of scientific management and a pioneer of time and motion study, and is perhaps best known as the...",Maine
Dana Boente,Carlinville,,Carlinville,131,362260,Dana Boente,39.2797699,-89.8817662,Dana James Boente is the former United States Attorney for the Eastern District of Virginia. He also served as acting assistant attorney general for the National Security Division of the United...,Illinois
Charlie Robison,Bandera,,Bandera,131,208448,Charlie Robison,29.7266131,-99.0736462,"Charles Fitzgerald Robison is a retired American country music singer/songwriter. His brother, Bruce Robison, and his sister, Robyn Ludwick, are also singer/songwriters.",Texas
Buddy Landel,Chilhowie,,Chilhowie,131,210357,Buddy Landel,36.7984482,-81.6823411,"Buddy Landel, better known as ""Nature Boy"" Buddy Landel, was an American professional wrestler born in Knoxville, Tennessee.",Virginia
Tomie dePaola,New London,,New London,130,187074,Tomie dePaola,43.4284925,-71.975699,"Thomas Anthony ""Tomie"" dePaola is an American writer and illustrator who has created more than 260 children's books such as Strega Nona. He received the Children's Literature Legacy Award for his...",New Hampshire
Tempest Storm,Eastman,,Eastman,130,242705,Tempest Storm,32.1976729,-83.1776514,"Tempest Storm, also dubbed ""The Queen Of Exotic Dancers,"" is an American burlesque star and motion picture actress. Along with Lili St. Cyr, Sally Rand, and Blaze Starr, she was one of the best-known...",Georgia
Pop Warner,Springville,,Springville,130,239829,Pop Warner,42.5083952,-78.6672482,"Glenn Scobey Warner, most commonly known as Pop Warner, was an American college football coach at various institutions who is responsible for several key aspects of the modern game. Included among...",New York
Oliver Chace,Swansea,,Swansea,130,191415,Oliver Chace,41.748162,-71.1895617,"Oliver Chace was an American 18th & 19th century entrepreneur. He was the founder of several New England textile manufacturing companies in the early 19th century, including the Valley Falls Company,...",Massachusetts
Mike Sullivan (ice hockey),Marshfield,,Marshfield,130,308614,Mike Sullivan,42.0917453,-70.7055871,Michael Barry Sullivan is an American ice hockey coach and former player. He is currently the head coach of the Pittsburgh Penguins of the National Hockey League (NHL). He was a fourth round...,Massachusetts
Mark Pinter,Decorah,,Decorah,130,299477,Mark Pinter,43.3033056,-91.7857092,Mark Pinter is an American actor probably best known for his numerous roles in daytime soap operas.,Iowa
Henry Wells,Thetford,,Thetford,130,197051,Henry Wells,43.8250578,-72.2434689,Henry Wells was an American businessman important in the history of both the American Express Company and Wells Fargo & Company.,Vermont
Elizabeth Cotten,Carrboro,,Carrboro,130,213753,Elizabeth Cotten,35.9101438,-79.0752895,"Elizabeth ""Libba"" Cotten was an American blues and folk musician, singer, and songwriter.",North Carolina
Dana Linn Bailey,Reading,,Reading,130,138767,Dana Linn Bailey,40.3356483,-75.9268747,Dana Linn Bailey is an American IFBB Pro fitness and figure competitor. She is the winner of Joe Weider's Olympia in 2013.,Pennsylvania
Bronson Matthews,Thornton,,Thornton,130,152585,Bronson Matthews,39.8680412,-104.9719243,"Joshua Bredl is an American professional wrestler best known for his time in WWE under the name Bronson Matthews. In 2015, Bredl was the male winner of the sixth season of the WWE competition Tough...",Colorado
Niko Price,Cape Canaveral,,Cape Canaveral,129,252645,Niko Price,28.3922182,-80.6077132,Niko Price is an American mixed martial artist currently competing in the Welterweight division of the Ultimate Fighting Championship.,Florida
Mo Pitney,Cherry Valley,,Cherry Valley,129,206993,Mo Pitney,42.2347434,-88.9489912,"Morgan Daniel ""Mo"" Pitney is an American country music singer. In May 2014, he signed to Curb Records. He has released one studio album: Behind This Guitar (2016).",Illinois
Mike Enzi,Thermopolis,,Thermopolis,129,238858,Mike Enzi,43.6460672,-108.2120432,"Michael Bradley Enzi is an American politician serving as the senior United States Senator from Wyoming, a seat he was first elected to in 1996. He is a member of the Republican Party.",Wyoming
Mike Enzi,Gillette,,Gillette,129,238858,Mike Enzi,44.2910915,-105.5022205,"Michael Bradley Enzi is an American politician serving as the senior United States Senator from Wyoming, a seat he was first elected to in 1996. He is a member of the Republican Party.",Wyoming
Max Showalter,Caldwell,,Caldwell,129,222277,Max Showalter,37.032247,-97.6069945,"Max Showalter, sometimes credited as Casey Adams, was an American film, television, and stage actor, as well as a composer, pianist, and singer. He appeared on more than 1,000 television programs....",Kansas
Maura Healey,Hampton Falls,,Hampton Falls,129,231252,Maura Healey,42.9162234,-70.863811,"Maura T. Healey is an American attorney, a member of the Democratic Party, and the Massachusetts Attorney General.",New Hampshire
Mark DeRosa,Carlstadt,,Carlstadt,129,252006,Mark DeRosa,40.8403778,-74.0906974,"Mark Thomas DeRosa is an American former professional baseball player. DeRosa primarily played third and second base, but started at every position other than center field, pitcher, and catcher.",New Jersey
J. C. Watts,Eufaula,,Eufaula,129,230764,J. C. Watts,35.2873206,-95.5824846,"Julius Caesar Watts Jr. is an American politician, clergyman, and athlete. Watts was a college football quarterback for the Oklahoma Sooners and later played professionally in the Canadian Football...",Oklahoma
Greg Hawkes,Fulton,,Fulton,129,216878,Greg Hawkes,39.1511692,-76.9230507,"Gregory A. ""Greg"" Hawkes is an American musician best known as the keyboardist for the rock band The Cars.",Maryland
Edgar Dale,Benson,,Benson,129,188311,Edgar Dale,45.3149603,-95.6000349,"Edgar Dale was an American educator who developed the Cone of Experience. He made several contributions to audio and visual instruction, including a methodology for analyzing the content of motion...",Minnesota
Asa Earl Carter,Oxford,,Oxford,129,206373,Asa Earl Carter,33.6142714,-85.8349648,"Asa Earl Carter was a 1950s Ku Klux Klan leader, segregationist speech writer, and later western novelist. He co-wrote George Wallace's well-known pro-segregation line of 1963, ""Segregation now,...",Alabama
Rodney Mack,Church Point,,Church Point,128,198793,Rodney Mack,30.4029776,-92.2151255,"Rodney Begnaud is an American professional wrestler mixed martial artist and former Marine, better known by his ring name Rodney Mack. He is best known for his time in World Wrestling Entertainment...",Louisiana
Peter Kudzinowski,Dickson City,,Dickson City,128,193385,Peter Kudzinowski,41.467642,-75.6187766,"Peter Kudzinowski was an American serial killer whose known victims were 20-year-old Harry Quinn, 5-year-old Julia Mlodzianowski, and 7-year-old Joseph Storelli—whose murder he went on trial for.",Pennsylvania
Levi P. Morton,Shoreham,,Shoreham,128,196609,Levi P. Morton,43.8936708,-73.3159515,"Levi Parsons Morton was the 22nd vice president of the United States from 1889 to 1893. He also served as United States ambassador to France, as a representative from New York, and as the 31st...",Vermont
Lafayette G. Pool,Sinton,,Sinton,128,296549,Lafayette G. Pool,28.0366818,-97.5091611,"Lafayette Green Pool was an American tank-crew and tank-platoon commander in World War II and is widely recognized as the US tank ace of aces, credited with 12 confirmed tank kills and 258 total...",Texas
Kenneth Burke,Andover,,Andover,128,190219,Kenneth Burke,40.9859311,-74.7421089,"Kenneth Duva Burke was an American literary theorist, as well as poet, essayist, and novelist, who wrote on 20th-century philosophy, aesthetics, criticism, and rhetorical theory. As a literary...",New Jersey
Jonathan Lucroy,Umatilla,,Umatilla,128,318080,Jonathan Lucroy,28.9294316,-81.6656305,"Jonathan Charles Lucroy is an American professional baseball catcher for the Los Angeles Angels of Major League Baseball (MLB). He previously played for the Milwaukee Brewers, Texas Rangers, Colorado...",Florida
Hattie Winston,Lexington,,Lexington,128,199785,Hattie Winston,33.1131833,-90.0531408,"Hattie Mae Winston is an American television, film and Broadway actress best known for her role as Margaret on Becker and as a prominent cast member of the PBS children's series The Electric Company.",Mississippi
John Bosa,Keene,,Keene,127,445679,John Bosa,42.933692,-72.2781409,John Wilfred Bosa is a former professional American football defensive end who played three seasons in the National Football League (NFL) for the Miami Dolphins. He played football for Keene High...,New Hampshire
Jimmy Herring,Buford,,Buford,127,206564,Jimmy Herring,34.1206564,-84.0043513,"Jimmy Herring is the lead guitarist for the band Widespread Panic. He is a founding member of Aquarium Rescue Unit and Jazz Is Dead and has played with The Allman Brothers Band, Project Z, Derek...",Georgia
Jamario Moon,Goodwater,,Goodwater,127,217921,Jamario Moon,33.065675,-86.0533013,Jamario Raman Moon is an American professional basketball player for the BIG3. He played college basketball for one season at Meridian Community College and began his professional career with teams...,Alabama
Ethan Stiefel,Tyrone,,Tyrone,127,229251,Ethan Stiefel,40.6706184,-78.2386244,"Ethan Stiefel is an American dancer, choreographer, and director. He was a principal dancer with American Ballet Theatre (ABT) from 1997 till July 2012. He was the artistic director of the Royal New...",Pennsylvania
Emma Smith,Nauvoo,,Nauvoo,127,194488,Emma Smith,40.550042,-91.3848749,"Emma Hale Smith Bidamon was the first wife of Joseph Smith and a leader in the early days of the Latter Day Saint movement, both during Joseph's lifetime and afterward as a member of the Reorganized...",Illinois
Charles Eastman,Redwood Falls,,Redwood Falls,127,187337,Charles Eastman,44.5394039,-95.1169424,"Charles Alexander Eastman was a Santee Dakota physician educated at Boston University, writer, national lecturer, and reformer. In the early 20th century, he was ""one of the most prolific authors and...",Minnesota
Charles A. Beard,Knightstown,,Knightstown,127,193971,Charles A. Beard,39.7956007,-85.5263629,"Charles Austin Beard was, with Frederick Jackson Turner, one of the most influential American historians of the first half of the 20th century. For a while he was a history professor at Columbia...",Indiana
Carol Merrill,Frederic,,Frederic,127,238809,Carol Merrill,45.6591194,-92.4671434,Carol Merrill was the model for the television game show Let's Make a Deal during the show's original run between 1963-77.,Wisconsin
Bishop Sankey,Wadsworth,,Wadsworth,127,264930,Bishop Sankey,41.0256101,-81.7298519,Bishop Sankey is an American football running back that last played for the San Diego Fleet of the Alliance of American Football (AAF). He was drafted by the Tennessee Titans in the second round of...,Ohio
Steve Thomas (television),Rockport,,Rockport,126,207675,Steve Thomas,44.1844817,-69.0760975,"Stephen Thomas is an American author and television personality. He was the host of the PBS home renovation series This Old House from 1989 to 2003 and of Renovation Nation, on Discovery's former...",Maine
John King Jr.,Brooklyn,Flatlands,Flatlands,126,325117,John King Jr.,40.6232714,-73.9321664,John B. King Jr. is the President and CEO of The Education Trust. He served as the 10th United States Secretary of Education from 2016 to 2017. Immediately before he assumed leadership of the...,New York
George Hearn,Essex,,Essex,126,183485,George Hearn,44.3100511,-73.3526277,"George Hearn is an American actor and singer, primarily in Broadway musical theatre.",New York
Clifford Chapin,Griswold,,Griswold,126,179429,Clifford Chapin,41.5961439,-71.9282781,Clifford Samuel Chapin IV is an American voice actor and director at Funimation.,Connecticut
Caeleb Dressel,Green Cove Springs,,Green Cove Springs,126,396843,Caeleb Dressel,29.9919085,-81.6781467,"Caeleb Remel Dressel is an American freestyle, breaststroke, and butterfly swimmer who specializes in the sprint events. He won seven gold medals at the 2017 World Aquatics Championships in Budapest....",Florida
Anthony Gonzalez,Westlake,,Westlake,126,258619,Anthony Gonzalez,41.4553232,-81.9179173,"Anthony E. Gonzalez is an American politician and former professional football player. A member of the Republican Party, he has been serving as the U.S. Representative for Ohio's 16th congressional...",Ohio
Tim Walz,West Point,,West Point,125,343744,Tim Walz,41.8416659,-96.7086432,"Timothy James Walz is an American politician who is the 41st governor of Minnesota, serving since January 2019. A member of the Democratic Farmer-Labor Party, he served as the U.S. Representative for...",Nebraska
Thomas Massie,Vanceburg,,Vanceburg,125,436259,Thomas Massie,38.599243,-83.3187952,"Thomas Harold Massie is an American inventor, entrepreneur, and Republican politician who has been the United States Representative for Kentucky's 4th congressional district since 2012.",Kentucky
Steve Beshear,Dawson Springs,,Dawson Springs,125,328598,Steve Beshear,37.1672684,-87.6925074,"Steven Lynn Beshear is an American attorney and politician who served as the 61st governor of Kentucky from 2007 to 2015. He served in the Kentucky House of Representatives from 1974 to 1980, was the...",Kentucky
Star Lotulelei,South Jordan,,South Jordan,125,258472,Star Lotulelei,40.5621704,-111.929658,Starlite Lotulelei Jr. is an American football defensive tackle for the Buffalo Bills of the National Football League (NFL). He was drafted by the Carolina Panthers in the first round of the 2013 NFL...,Utah
Ruby McCollum,Live Oak,,Live Oak,125,329174,Ruby McCollum,30.2949457,-82.98402,"Ruby McCollum, born Ruby Jackson, was a wealthy married African-American woman in Live Oak, Florida, who is known for being arrested and convicted in 1952 for killing Dr. C. Leroy Adams, a prominent...",Florida
