bbrID,Date,Tm,Opp,TRB,AST,STL,BLK,PTS,GmSc,Season,Playoffs,Year,GameIndex,GmScMovingZ,GmScMovingZTop2Delta,Date2,GmSc2,GmScMovingZ2
dreilgr01,1989-02-08,IND,BOS,7,1,1,1,12,11.9,1988-89,false,1989,77,4.62,0.27,1991-01-30,14.7,4.35
drewbr01,2000-02-04,HOU,MIN,3,10,1,0,20,17.5,1999-00,false,2000,81,3.13,0.62,2000-02-06,14.7,2.51
drobnpr01,2004-03-22,LAC,DEN,6,3,2,1,24,24.2,2003-04,false,2004,198,3.46,0.79,2003-04-04,20.5,2.67
drumman01,2013-12-01,DET,PHI,19,0,6,2,31,34.6,2013-14,false,2014,76,3.3,0.4,2015-11-08,32.9,2.9
duckwke01,1994-12-20,WSB,SAC,9,0,0,0,19,16.7,1994-95,false,1995,695,2.84,0.2,1994-11-15,15.9,2.64
dudlech02,1999-05-23,NYK,ATL,12,1,0,2,14,16.4,1998-99,true,1999,776,4.87,0.87,2000-12-13,11.4,4
dudleja01,2014-12-26,MIL,ATL,4,2,4,0,24,25.8,2014-15,false,2015,575,3.87,0.17,2019-04-06,16.9,3.7
duhonch01,2012-12-09,LAL,UTA,5,11,0,0,12,17.8,2012-13,false,2013,603,3.95,0.04,2008-02-07,32.9,3.91
dumarjo01,1989-04-18,DET,CLE,4,11,3,0,42,42.5,1988-89,false,1989,350,3.78,0.44,1987-02-22,28.9,3.34
dumasri02,1993-04-12,PHO,LAC,12,2,4,0,28,25.3,1992-93,false,1993,41,2.3,0.17,1993-02-18,24.9,2.13
dumasto01,1996-01-12,DAL,PHO,2,2,1,0,39,30.9,1995-96,false,1996,80,4.75,2.02,1996-03-07,20.5,2.73
duncati01,2001-12-26,SAS,DAL,11,4,0,3,53,42.8,2001-02,false,2002,352,3.09,0.01,2006-11-19,36.5,3.08
dunlemi02,2012-11-03,MIL,CLE,12,6,2,1,29,32.9,2012-13,false,2013,688,4.03,0.56,2011-01-28,29.2,3.47
dunnkr01,2018-01-05,CHI,DAL,2,9,4,0,32,30.6,2017-18,false,2018,111,3.47,1.26,2017-11-28,21.7,2.21
duprero01,2005-04-15,DET,MIL,1,0,0,3,20,16.7,2004-05,false,2005,90,4.69,1.03,2004-01-07,17.7,3.66
duranke01,2021-06-15,BRK,MIL,17,10,3,2,49,50.4,2020-21,true,2021,1032,3.47,0.49,2012-02-19,42.1,2.98
eacklle01,1992-02-19,WSB,ATL,7,4,0,0,40,30.8,1991-92,false,1992,261,3.31,0.05,1990-03-21,29.0,3.26
earlac01,1996-04-12,TOR,BOS,12,3,0,2,40,28.6,1995-96,false,1996,141,5.33,1.31,1997-01-02,23.5,4.02
edneyty01,1995-12-16,SAC,SAS,5,6,1,0,20,22.6,1995-96,false,1996,19,2.7,0.16,1997-03-25,18.6,2.54
edwaran01,2022-04-07,MIN,SAS,6,8,1,0,49,41.0,2021-22,false,2022,142,3.04,0.17,2021-05-05,37.2,2.87
edwarbl01,1996-11-14,VAN,PHO,3,3,1,0,34,32.0,1996-97,false,1997,579,4.22,0.68,1992-11-07,34.6,3.54
edwardo01,1996-02-16,VAN,ATL,7,1,1,1,11,11.5,1995-96,false,1996,77,3.34,0.2,1994-02-07,10.9,3.14
edwarke01,1990-02-28,MIA,SAC,2,4,2,0,32,29.9,1989-90,false,1990,132,2.99,0.18,1989-02-20,27.3,2.81
eisleho01,2003-01-31,NYK,MEM,3,8,1,1,30,29.1,2002-03,false,2003,663,4.23,0.38,1996-05-11,15.0,3.85
ekeziob01,2005-02-15,ATL,DEN,8,1,2,0,13,14.7,2004-05,false,2005,118,3.73,1.26,2000-01-04,9.5,2.47
eliema01,1999-11-24,SAS,BOS,2,4,0,0,25,22.2,1999-00,false,2000,705,3.35,0.04,1998-04-14,23.9,3.31
ellebcj01,2022-03-21,POR,DET,8,2,3,1,16,17.8,2021-22,false,2022,78,3.44,0.75,2021-02-04,14.7,2.69
ellenhe01,2019-02-26,NYK,ORL,9,5,2,0,13,14.1,2018-19,false,2019,60,2.76,0.45,2018-04-11,12.2,2.31
ellinwa01,2013-01-07,MEM,SAC,1,4,1,0,26,26.0,2012-13,false,2013,220,4.25,0.34,2015-01-27,22.0,3.91
elliose01,1990-11-07,SAS,DEN,8,12,1,0,29,31.9,1990-91,false,1991,92,3.47,0.43,1992-12-18,32.7,3.04
ellisha01,1995-03-25,LAC,NYK,6,3,5,1,17,21.6,1994-95,false,1995,107,3.74,0.14,1994-01-14,30.0,3.6
ellisla01,1997-03-15,DEN,SAS,2,1,1,1,39,32.0,1996-97,false,1997,268,2.96,0,2001-02-14,21.8,2.96
ellisle02,1994-01-11,CHH,PHO,9,1,0,1,15,15.2,1993-94,false,1994,59,3.31,0.26,1994-01-02,14.2,3.05
ellismo01,2016-01-28,IND,ATL,5,6,5,1,25,29.9,2015-16,false,2016,750,2.99,0.18,2006-11-18,27.3,2.81
ellispe01,1996-04-09,BOS,NYK,10,1,1,1,23,21.4,1995-96,false,1996,394,4.23,0.63,1996-04-07,18.8,3.6
elsonfr01,2003-11-25,DEN,PHO,10,2,4,3,16,24.5,2003-04,false,2004,12,5.74,1.68,2006-04-06,21.0,4.06
elyme01,2003-03-14,LAC,SAS,9,1,0,4,13,15.3,2002-03,false,2003,36,3.18,0.01,2006-04-14,19.9,3.17
embiijo01,2017-11-15,PHI,LAL,15,7,0,7,46,47.9,2017-18,false,2018,42,4.06,1.09,2021-02-19,50.8,2.97
engliaj01,1991-02-17,WSB,CLE,5,10,0,0,31,27.9,1990-91,false,1991,43,3.47,0.35,1990-12-11,25.8,3.12
ennisja01,2016-04-11,NOP,CHI,5,4,1,1,29,27.0,2015-16,false,2016,82,4.43,0.97,2019-11-29,21.4,3.46
ennisty01,2017-04-09,LAL,MIN,2,5,0,1,20,20.1,2016-17,false,2017,130,3.75,0.73,2017-04-05,16.8,3.02
eschmev01,2001-03-28,NJN,DEN,9,2,3,4,6,13.3,2000-01,false,2001,96,3.07,0.4,2001-03-07,11.6,2.67
eubandr01,2022-03-28,POR,OKC,14,3,3,2,27,32.9,2021-22,false,2022,163,4.1,1.18,2021-03-14,17.3,2.92
evansbr01,1998-03-14,NJN,DAL,6,4,0,0,16,15.9,1997-98,false,1998,70,3.6,0.77,1998-03-31,13.0,2.83
evansje01,2012-04-26,UTA,POR,10,1,3,3,13,18.7,2011-12,false,2012,77,3.51,0.52,2011-03-11,14.1,2.99
evansma01,2007-02-25,LAL,GSW,2,4,2,0,26,25.1,2006-07,false,2007,230,3.77,0.17,2009-12-13,22.0,3.6
evansre01,2013-03-27,BRK,POR,26,3,1,0,22,27.4,2012-13,false,2013,735,4.62,0.73,2007-04-18,20.7,3.89
evansty01,2014-04-14,NOP,OKC,9,8,3,0,41,37.5,2013-14,false,2014,327,3.38,0.49,2017-12-02,31.5,2.89
ewingda01,2007-01-03,LAC,MIA,5,5,1,0,12,12.2,2006-07,false,2007,94,3,0.28,2005-11-15,10.4,2.72
ewingpa01,1987-02-05,NYK,NJN,14,5,4,4,38,40.2,1986-87,false,1987,94,3.43,0.39,1999-03-30,33.0,3.04
exumda01,2020-01-05,CLE,MIN,3,2,1,0,28,23.2,2019-20,false,2020,237,3.79,0.58,2018-03-30,19.4,3.21
ezelife01,2013-01-19,GSW,NOH,8,1,0,1,13,12.7,2012-13,false,2013,37,3.2,0.42,2015-11-06,15.6,2.78
farieke01,2012-04-09,DEN,GSW,17,1,2,1,27,28.7,2011-12,false,2012,36,2.9,0.06,2014-04-02,30.7,2.84
farmajo01,2008-02-28,LAL,MIA,4,3,3,1,24,24.2,2007-08,false,2008,134,3.72,0.32,2010-01-03,19.7,3.4
farmeji01,1990-04-03,SEA,POR,4,3,1,0,26,22.7,1989-90,false,1990,101,4.24,0.74,1990-03-14,18.8,3.5
farmeto01,2000-03-24,GSW,POR,7,3,6,1,18,21.5,1999-00,false,2000,87,3.45,0.68,1999-11-09,18.2,2.77
favorde01,2017-11-18,UTA,ORL,11,3,0,2,25,28.4,2017-18,false,2018,510,3.32,0.12,2012-03-17,23.7,3.2
feickja01,1999-04-19,NJN,CHH,15,1,2,1,17,22.1,1998-99,false,1999,104,3.27,0.37,1997-03-05,15.4,2.9
feitlda01,1988-03-23,GSW,SAC,6,0,0,1,20,15.8,1987-88,false,1988,120,2.77,0.06,1986-11-11,12.6,2.71
feliccr01,2016-12-30,CHI,IND,12,2,1,0,12,16.9,2016-17,false,2017,55,3.25,0.36,2017-01-09,15.6,2.89
feltora01,2010-11-19,NYK,GSW,5,11,4,1,35,36.8,2010-11,false,2011,415,3.83,0.76,2012-04-06,28.5,3.07
fergute01,2018-01-03,OKC,LAL,1,1,3,0,24,21.2,2017-18,false,2018,22,4.53,1.24,2019-11-15,17.0,3.29
fernabr01,2022-03-11,HOU,DAL,11,0,0,2,16,16.1,2021-22,false,2022,118,3.57,0.26,2022-03-30,14.7,3.31
fernaru01,2010-12-17,POR,MIN,3,6,3,0,26,25.8,2010-11,false,2011,176,3.18,0.53,2008-11-12,22.3,2.65
ferredu01,1996-12-22,IND,TOR,3,4,0,0,14,16.5,1996-97,false,1997,513,3.55,0.09,1991-12-17,26.6,3.46
ferreyo01,2017-02-03,DAL,POR,2,5,0,0,32,24.6,2016-17,false,2017,13,3.04,0.08,2018-03-06,21.4,2.96
ferryda01,2002-03-16,SAS,BOS,7,5,0,0,18,15.7,2001-02,false,2002,877,3.6,0.2,1999-05-05,20.1,3.4
fesenky01,2008-12-27,UTA,HOU,11,2,1,3,12,14.0,2008-09,false,2009,17,3.97,0.48,2009-11-30,11.9,3.49
fieldke01,1985-03-25,MIL,NYK,7,0,0,0,21,16.9,1984-85,false,1985,48,3.16,0.14,1986-03-03,19.2,3.02
fieldla01,2012-01-31,NYK,DET,5,3,5,1,18,23.9,2011-12,false,2012,106,2.88,0,2013-01-20,19.5,2.88
finlemi01,1997-02-20,DAL,MIL,8,4,3,1,33,32.1,1996-97,false,1997,132,2.98,0.12,2006-02-27,23.1,2.86
finnedo01,2020-08-08,DAL,MIL,11,5,0,1,27,25.6,2019-20,false,2020,251,3.32,0.07,2018-11-02,19.3,3.25
fishede01,1998-03-12,LAL,LAC,11,4,4,0,21,25.4,1997-98,false,1998,147,3.9,0.06,2002-01-12,29.8,3.84
fizerma01,2004-04-12,CHI,ORL,20,1,0,2,30,26.7,2003-04,false,2004,230,3.8,0.96,2002-12-20,23.3,2.84
flemive01,1991-03-07,IND,DEN,7,7,2,0,31,32.7,1990-91,false,1991,534,3.34,0.2,1988-01-22,33.5,3.14
flynnjo01,2010-01-18,MIN,PHI,4,9,2,0,29,26.7,2009-10,false,2010,41,3.47,0.47,2012-04-26,17.2,3
flynnma01,2021-05-14,TOR,DAL,6,5,2,0,26,22.2,2020-21,false,2021,45,2.8,0.19,2021-04-26,21.0,2.61
forbebr01,2017-04-07,SAS,DAL,3,6,0,0,27,20.6,2016-17,false,2017,33,3.89,0.48,2017-11-03,19.6,3.41
forbega01,2012-03-23,TOR,NYK,6,2,1,0,19,18.4,2011-12,false,2012,96,3.08,0.16,2010-11-16,16.2,2.92
fordtj01,2006-11-18,TOR,DEN,5,18,2,0,26,31.9,2006-07,false,2007,140,3.22,0.07,2006-04-05,30.9,3.15
forretr01,2022-02-02,UTA,DEN,2,8,1,0,18,20.7,2021-22,false,2022,73,4.15,1.43,2022-01-24,14.6,2.72
fortsda01,2004-11-26,SEA,NJN,8,0,0,0,20,18.1,2004-05,false,2005,352,3.18,0.14,2005-01-09,17.3,3.04
fostegr01,2001-02-04,LAL,SAC,9,2,1,1,13,14.0,2000-01,false,2001,668,4.37,0.82,1997-06-06,16.6,3.55
fosteje01,2003-11-14,IND,SEA,12,3,2,0,19,24.9,2003-04,false,2004,272,4.28,0.43,2001-11-14,21.6,3.85
fournev01,2014-02-23,DEN,SAC,4,5,1,1,27,25.1,2013-14,false,2014,90,3.38,0.42,2013-04-14,21.0,2.96
fowlktr01,2002-12-21,LAC,DEN,9,2,1,0,16,16.5,2002-03,false,2003,35,4.14,1.21,2002-03-10,12.9,2.93
foxde01,2018-11-01,SAC,ATL,10,15,1,0,31,36.6,2018-19,false,2019,81,3.64,0.37,2021-01-17,41.6,3.27
foxri01,1994-03-29,BOS,MIL,11,5,4,0,33,31.8,1993-94,false,1994,230,3.49,0.26,1995-12-01,31.4,3.23
foyera01,2014-04-09,DEN,HOU,5,15,2,0,30,35.5,2013-14,false,2014,558,3.94,1.03,2009-01-07,30.4,2.91
foylead01,2003-03-11,GSW,PHO,20,3,2,4,16,25.6,2002-03,false,2003,375,4.41,0.56,2009-04-13,12.1,3.85
frahmri01,2003-12-20,SEA,DEN,5,3,0,0,31,30.9,2003-04,false,2004,20,5.65,2.38,2005-11-17,15.0,3.27
francst01,2003-01-17,HOU,LAL,6,11,2,0,44,36.2,2002-03,false,2003,251,2.85,0.01,2000-03-23,37.8,2.84
frankte01,1994-03-11,MIN,CHH,6,3,3,1,19,19.8,1993-94,false,1994,249,3.49,0.51,1988-04-15,20.7,2.98
fraziti01,2019-04-10,MIL,OKC,6,13,0,1,29,24.3,2018-19,false,2019,248,3.93,0.12,2016-11-22,28.3,3.81
fredean01,1991-11-15,CHH,MIA,8,3,2,2,20,18.8,1991-92,false,1992,88,3.06,0.1,1991-03-08,18.1,2.96
fredeji01,2014-02-12,SAC,NYK,0,2,2,0,24,20.2,2013-14,false,2014,169,4.27,1.45,2012-12-17,17.1,2.82
freeljo01,2015-04-13,POR,OKC,5,0,0,1,16,12.3,2014-15,false,2015,158,3.02,0.14,2013-04-16,11.0,2.88
fryech01,2008-04-08,POR,LAL,11,2,3,0,22,23.1,2007-08,false,2008,210,3.7,0.19,2015-03-06,23.1,3.51
fulleto02,1997-02-28,GSW,NJN,7,0,0,1,18,17.2,1996-97,false,1997,51,3.62,0.37,1997-04-17,15.6,3.25
fultzma01,2020-02-12,ORL,DET,5,10,2,0,22,25.5,2019-20,false,2020,89,3.22,0.55,2020-01-15,22.4,2.67
fundela01,2002-04-16,SAC,GSW,11,1,0,0,29,25.0,2001-02,false,2002,297,5.34,1.72,2001-02-28,19.1,3.62
gadzuda01,2009-03-28,MIL,MIA,12,0,2,1,18,18.6,2008-09,false,2009,447,4.24,0.27,2003-12-10,23.9,3.97
gaffoda01,2022-04-05,WAS,MIN,12,3,0,1,24,25.5,2021-22,false,2022,170,2.85,0.03,2019-11-18,20.2,2.82
gaineco01,1990-11-06,DEN,HOU,2,7,3,0,18,17.0,1990-91,false,1991,43,3.29,0.31,1989-04-04,15.7,2.98
gainesu01,2011-03-21,NJN,IND,6,3,3,0,18,18.8,2010-11,false,2011,59,3.38,0.92,2012-04-18,15.5,2.46
gallida01,2015-04-10,DEN,DAL,9,2,1,1,47,41.9,2014-15,false,2015,353,3.99,0.57,2015-03-22,37.6,3.42
gallola01,2019-11-15,DET,CHO,2,1,0,0,32,26.5,2019-20,false,2020,355,3.79,0.7,2015-04-13,24.1,3.09
gamblke01,1989-04-23,BOS,CHH,5,6,4,0,31,32.7,1988-89,false,1989,52,5.36,0.45,1995-12-20,31.2,4.91
garcifr01,2006-01-17,SAC,PHO,10,3,2,0,21,17.0,2005-06,false,2006,31,3,0.05,2013-04-01,17.6,2.95
garlada01,2022-03-08,CLE,IND,5,13,2,0,41,37.0,2021-22,false,2022,163,3.07,0.32,2021-04-05,33.3,2.75
garlawi01,1992-03-15,DEN,CLE,3,9,3,1,26,25.2,1991-92,false,1992,364,3.31,0.24,1990-04-03,22.1,3.07
garneke01,2007-01-29,MIN,PHO,11,2,3,0,44,38.6,2006-07,false,2007,940,3.12,0,2012-05-10,30.2,3.12
garrede01,2001-03-02,MIN,DEN,5,1,4,3,10,16.9,2000-01,false,2001,316,4.56,1.32,1999-02-15,22.5,3.24
garredi02,2013-11-22,UTA,DAL,0,8,1,0,7,12.7,2013-14,false,2014,24,3.03,0.23,2014-02-26,11.9,2.8
garripa01,2006-01-26,ORL,PHI,2,2,2,0,24,19.5,2005-06,false,2006,485,4.63,0.46,2000-02-27,25.6,4.17
garrito01,1990-03-30,LAC,ATL,5,18,3,0,22,29.7,1989-90,false,1990,133,5.06,2.48,1989-11-14,18.8,2.58
gasolma01,2015-12-01,MEM,NOP,13,6,0,4,38,34.5,2015-16,false,2016,588,3.02,0.15,2014-10-29,29.7,2.87
gasolpa01,2015-01-10,CHI,MIL,18,3,1,0,46,38.9,2014-15,false,2015,1044,3.76,0.72,2009-03-27,35.7,3.04
gatlich01,2001-01-10,CLE,SAC,7,1,1,0,38,26.7,2000-01,false,2001,615,3.84,0.64,1999-11-13,27.1,3.2
gattike01,1986-12-23,PHO,DAL,10,1,2,0,29,26.9,1986-87,false,1987,26,5.44,2.52,1994-11-15,19.4,2.92
gayru01,2009-03-04,MEM,LAC,8,4,2,0,35,31.0,2008-09,false,2009,215,2.69,0.05,2014-10-31,35.2,2.64
gearyre01,1998-04-16,SAS,VAN,1,3,1,0,13,14.5,1997-98,false,1998,98,4.33,1.63,1998-04-08,9.4,2.7
geeal01,2014-12-07,DEN,ATL,4,2,3,0,14,15.1,2014-15,false,2015,290,3.08,0.37,2013-02-09,20.1,2.71
geigema01,1996-02-16,CHH,DEN,7,2,0,2,28,24.8,1995-96,false,1996,241,3.25,0.12,1994-03-29,22.4,3.13
gelabmi01,2013-03-09,MIN,DEN,4,3,0,1,19,18.0,2012-13,false,2013,130,3.01,0.02,2008-02-24,17.9,2.99
georgde01,2010-04-13,GSW,UTA,5,0,3,0,21,20.8,2009-10,false,2010,714,3.96,0.26,2000-04-05,11.9,3.7
georgpa01,2012-02-03,IND,DAL,9,5,5,1,30,32.6,2011-12,false,2012,87,3.62,0.69,2019-02-11,43.4,2.93
georgta01,1992-02-12,NJN,PHI,6,9,3,0,22,26.4,1991-92,false,1992,93,5.45,1.96,1992-02-19,18.0,3.49
gibsoda01,2007-06-02,CLE,DET,6,2,0,0,31,26.3,2006-07,true,2007,75,3.6,0.05,2010-12-20,25.5,3.55
gibsota01,2016-12-02,CHI,CLE,11,5,1,0,23,24.3,2016-17,false,2017,580,3.33,0.1,2014-04-27,27.5,3.23
gilesha01,2020-08-02,SAC,ORL,8,1,0,0,23,21.0,2019-20,false,2020,97,3.59,0.72,2019-01-30,18.4,2.87
gilgesh01,2021-02-24,OKC,SAS,8,4,0,1,42,34.3,2020-21,false,2021,190,2.17,0.22,2019-10-25,25.5,1.95
gilled01,2004-12-01,IND,LAC,4,6,1,0,21,18.2,2004-05,false,2005,67,4.42,1.09,2002-02-25,15.2,3.33
gilliar01,1988-12-16,PHO,POR,12,0,0,0,41,31.2,1988-89,false,1989,74,3.22,0.15,1988-11-29,30.3,3.07
gillke01,2003-12-16,CHI,ORL,6,4,1,0,29,25.5,2003-04,false,2004,945,3.98,0.64,1997-01-13,38.7,3.34
ginobma01,2005-01-21,SAS,PHO,5,6,1,0,48,41.1,2004-05,false,2005,219,3.99,0.02,2008-02-13,46.6,3.97
giricgo01,2008-03-15,PHO,SAC,5,5,2,0,23,19.6,2007-08,false,2008,392,3.21,0.04,2007-03-02,19.3,3.17
glassge01,1992-02-26,MIN,DAL,6,2,2,0,31,24.8,1991-92,false,1992,98,3.18,0.04,1992-03-18,23.6,3.14
glovedi01,2001-11-17,ATL,BOS,6,7,3,1,24,24.8,2001-02,false,2002,96,3.39,0.23,2003-02-11,25.9,3.16
goberru01,2017-03-22,UTA,NYK,15,1,1,4,35,38.9,2016-17,false,2017,258,3.85,0.82,2021-03-14,33.3,3.03
goldwan01,1996-03-07,CHH,DAL,5,15,2,0,20,24.8,1995-96,false,1996,18,3.67,0.38,1998-04-17,23.0,3.29
gomesry01,2008-01-21,MIN,GSW,11,3,0,0,35,29.7,2007-08,false,2008,173,3.33,0.31,2007-01-20,28.0,3.02
gondrgr01,1988-11-29,LAC,SAC,3,1,1,0,17,14.4,1988-89,false,1989,72,2.97,0.22,1986-12-09,13.6,2.75
goodedr01,2007-01-05,CLE,MIL,16,2,1,0,31,27.8,2006-07,false,2007,359,3.18,0.2,2015-03-27,18.8,2.98
goodwar01,2014-04-16,PHO,SAC,4,1,2,0,29,24.0,2013-14,false,2014,51,4.09,0.98,2016-01-26,21.5,3.11
goodwbr01,2019-12-30,ATL,ORL,3,6,2,1,21,21.1,2019-20,false,2020,20,3.95,0.24,2022-02-28,21.5,3.71
gordoaa01,2017-11-29,ORL,OKC,15,4,4,1,40,38.5,2017-18,false,2018,224,3.61,0.02,2017-10-24,38.2,3.59
gordobe01,2012-03-21,DET,DEN,0,8,2,0,45,38.0,2011-12,false,2012,605,4.9,1.72,2012-11-09,25.9,3.18
gordoer01,2020-01-27,HOU,UTA,6,3,2,1,50,43.2,2019-20,false,2020,693,4.91,1.93,2010-12-20,32.8,2.98
gordola01,1986-11-30,LAC,LAL,5,5,2,1,27,18.7,1986-87,false,1987,135,3.42,0.16,1987-03-17,18.3,3.26
gortama01,2014-05-13,WAS,IND,16,2,1,1,31,32.2,2013-14,true,2014,493,3.45,0.45,2009-03-11,15.4,3
grahade01,2022-03-24,NOP,CHI,2,4,1,0,30,29.2,2021-22,false,2022,231,3.08,0.02,2019-12-11,32.3,3.06
grahagr01,1994-12-20,PHI,UTA,1,0,2,1,20,17.5,1994-95,false,1995,77,3.88,0.17,1994-04-03,17.5,3.71
grahajo01,2009-02-10,TOR,MIN,6,2,2,3,24,24.0,2008-09,false,2009,255,4.22,0.34,2010-04-30,17.9,3.88
grahapa01,1992-12-28,ATL,WSB,7,1,1,0,29,23.8,1992-93,false,1993,101,3.19,0.97,1992-03-14,19.2,2.22
grahast01,2010-03-17,CHA,OKC,5,0,0,1,19,15.3,2009-10,false,2010,166,3.6,0.25,2008-02-29,14.7,3.35
grahatr01,2019-01-16,BRK,HOU,5,0,0,0,21,16.2,2018-19,false,2019,98,3.62,0.65,2018-02-04,13.7,2.97
grandro01,1989-02-24,BOS,MIL,3,5,1,1,13,13.3,1988-89,false,1989,45,3.87,0.1,1989-02-28,13.0,3.77
grangda01,2006-02-21,IND,NOK,11,3,3,1,22,28.8,2005-06,false,2006,46,3.38,0.63,2010-03-26,36.7,2.75
grantbr01,2000-11-03,MIA,CHH,16,1,2,2,33,34.4,2000-01,false,2001,392,4.02,0.32,1997-11-14,36.6,3.7
grantga01,1994-04-05,LAC,DEN,3,5,4,0,26,25.3,1993-94,false,1994,413,3.75,0.62,1993-11-22,22.9,3.13
grantgr01,1995-12-06,PHI,DAL,2,11,6,0,4,15.4,1995-96,false,1996,260,4.14,0.45,1990-01-25,13.7,3.69
grantha01,1997-11-04,WAS,DEN,5,2,0,2,17,17.5,1997-98,false,1998,689,4.43,0.12,1998-02-14,17.2,4.31
grantho01,2002-04-09,ORL,NYK,10,4,2,1,22,25.6,2001-02,false,2002,1265,3.9,0.34,2000-04-04,27.2,3.56
grantje01,2019-03-18,OKC,MIA,10,1,0,3,27,26.0,2018-19,false,2019,382,2.96,0.07,2015-12-30,19.0,2.89
grantje02,2018-01-22,CHI,NOP,5,13,2,1,22,25.2,2017-18,false,2018,190,3.6,0.22,2016-01-12,20.6,3.38
grayaa01,2013-01-28,TOR,GSW,10,1,2,0,22,23.5,2012-13,false,2013,269,5.65,1.23,2008-04-16,19.1,4.42
grayeje01,1991-03-07,MIL,LAL,9,6,2,0,23,21.4,1990-91,false,1991,146,3.35,0.01,1991-11-06,22.5,3.34
grayst01,1989-01-14,IND,NJN,9,2,0,0,14,14.9,1988-89,false,1989,283,3.82,0.2,1987-11-25,13.4,3.62
greenac01,2001-04-18,MIA,ORL,14,5,2,0,19,22.2,2000-01,false,2001,1427,4.16,0.32,1997-02-17,26.1,3.84
greenda02,2020-01-03,LAL,NOP,5,5,2,0,25,25.8,2019-20,false,2020,778,3.44,0.08,2019-10-22,26.2,3.36
greendo01,2010-02-05,SAC,PHO,7,0,0,2,31,23.9,2009-10,false,2010,98,3.72,0.18,2012-01-21,18.6,3.54
greendr01,2016-01-02,GSW,DEN,17,14,4,1,29,37.6,2015-16,false,2016,312,3.36,0.14,2014-12-06,29.5,3.22
greenge01,2012-04-08,NJN,CLE,5,1,0,0,32,24.6,2011-12,false,2012,209,3.82,0.11,2016-04-01,24.9,3.71
greenja01,2017-02-04,MEM,MIN,7,1,1,1,29,28.0,2016-17,false,2017,161,3.49,0.46,2022-02-27,21.1,3.03
greenja02,2022-02-06,CHI,PHI,2,1,1,2,17,17.1,2021-22,false,2022,126,2.68,0.08,2022-02-11,16.8,2.6
greenje02,2013-03-18,BOS,MIA,7,2,2,4,43,38.6,2012-13,false,2013,395,4.08,0.32,2010-12-01,30.6,3.76
greenjo02,2022-01-07,DAL,HOU,5,2,2,0,17,19.0,2021-22,false,2022,63,3.96,1.02,2022-01-09,14.9,2.94
greenli01,1997-01-04,DET,TOR,4,5,5,0,8,12.7,1996-97,false,1997,95,3.52,0.28,1993-11-11,12.8,3.24
greenor01,2006-04-17,BOS,CLE,2,2,2,1,14,14.4,2005-06,false,2006,78,4.01,1.21,2006-04-19,10.5,2.8
greense01,1992-12-18,IND,DET,1,0,0,0,17,11.3,1992-93,false,1993,37,2.55,0.13,1994-01-17,10.8,2.42
greenwi01,2011-04-08,NOH,PHO,3,4,1,0,31,27.2,2010-11,false,2011,512,4.59,1.11,2008-02-27,26.5,3.48
griffad01,2003-03-01,DAL,MEM,4,4,1,1,17,19.3,2002-03,false,2003,228,3.68,0.05,2007-02-28,15.2,3.63
griffbl01,2019-04-05,DET,OKC,7,3,2,0,45,39.8,2018-19,false,2019,652,3.17,0.07,2011-01-17,40.0,3.1
griffed01,2004-12-08,MIN,PHI,11,4,1,1,27,24.3,2004-05,false,2005,164,3.39,0,2005-12-28,23.1,3.39
guglito01,2002-02-28,PHO,IND,14,4,3,0,18,20.5,2001-02,false,2002,637,3.4,0.32,1992-11-21,36.2,3.08
hachiru01,2021-03-13,WAS,MIL,11,1,3,0,29,25.0,2020-21,false,2021,77,2.76,0.29,2019-12-01,24.1,2.47
haddaha01,2013-04-17,PHO,DEN,7,1,0,2,14,12.7,2012-13,false,2013,163,3.22,0.08,2009-03-30,10.8,3.14
hairspj02,2016-01-23,CHO,NYK,10,1,2,0,20,16.5,2015-16,false,2016,85,3.22,0.41,2016-02-24,14.9,2.81
haislma01,2004-02-17,MIL,ORL,5,0,0,3,13,13.8,2003-04,false,2004,62,3.82,1.7,2003-03-19,8.6,2.12
haleyja01,1995-03-29,SAS,LAL,3,0,0,1,10,9.8,1994-95,false,1995,305,4.49,0.83,1990-12-10,18.9,3.66
halibty01,2022-01-29,SAC,PHI,3,7,3,0,38,35.5,2021-22,false,2022,104,3.1,1.08,2021-02-06,25.5,2.02
hamda01,2004-11-21,DET,CHA,9,1,0,1,10,9.6,2004-05,false,2005,419,4.49,0.84,1997-01-13,12.3,3.65
hamiljo02,2014-02-12,DEN,MIN,6,7,3,0,16,18.5,2013-14,false,2014,106,3.06,0.28,2013-12-13,17.0,2.78
hamilju01,2015-03-13,MIN,OKC,10,3,3,3,17,20.2,2014-15,false,2015,34,2.98,0.5,2016-11-09,17.7,2.48
hamilri01,2003-11-28,DET,CLE,7,5,1,0,44,36.9,2003-04,false,2004,326,3.81,0.19,2008-01-15,34.6,3.62
hamilze01,2004-03-08,PHI,MIL,9,2,0,0,19,19.1,2003-04,false,2004,88,3.68,0.53,2002-03-30,16.8,3.15
hammoto01,1996-02-18,DEN,BOS,12,1,1,0,26,24.5,1995-96,false,1996,422,4.86,0.87,1992-01-29,23.3,3.99
hamptrj01,2021-05-03,ORL,DET,7,10,1,2,16,20.4,2020-21,false,2021,44,3.02,0.19,2021-11-20,19.4,2.83
hancoda01,1995-12-11,CHH,UTA,4,2,2,0,16,13.1,1995-96,false,1996,64,3.08,0.31,1996-01-26,12.0,2.77
