id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity
1140,2016-01-01,1210,88,Month 3,-85,-23,854,NaN,Sunny
1141,2015-12-31,1209,88,Month 3,-85,-24,855,NaN,Sunny
1139,2015-12-30,1208,88,Month 3,-85,-24,857,NaN,Sunny
1138,2015-12-29,1207,87,Month 3,-85,-25,858,NaN,Sunny
1137,2015-12-28,1206,87,Month 3,-85,-24,859,NaN,Sunny
1134,2015-12-27,1205,86,Month 3,-86,-26,861,NaN,Sunny
1135,2015-12-26,1204,86,Month 3,-84,-25,862,NaN,Sunny
1136,2015-12-25,1203,85,Month 3,-85,-23,863,NaN,Sunny
1133,2015-12-24,1202,85,Month 3,-85,-22,864,NaN,Sunny
1132,2015-12-23,1201,84,Month 3,-85,-29,866,NaN,Sunny
1131,2015-12-22,1200,84,Month 3,-84,-27,866,NaN,Sunny
1130,2015-12-21,1199,84,Month 3,-86,-29,868,NaN,Sunny
1128,2015-12-20,1198,83,Month 3,-86,-23,868,NaN,Sunny
1127,2015-12-18,1197,83,Month 3,-85,-26,869,NaN,Sunny
1129,2015-12-17,1196,82,Month 3,-86,-27,871,NaN,Sunny
1126,2015-12-16,1195,82,Month 3,-86,-32,872,NaN,Sunny
1125,2015-12-15,1194,81,Month 3,-84,-29,873,NaN,Sunny
1124,2015-12-14,1193,81,Month 3,-84,-28,875,NaN,Sunny
1123,2015-12-13,1192,80,Month 3,-86,-24,876,NaN,Sunny
1122,2015-12-12,1191,80,Month 3,-87,-28,876,NaN,Sunny
1121,2015-12-11,1190,79,Month 3,-87,-29,877,NaN,Sunny
1120,2015-12-10,1189,79,Month 3,-87,-24,879,NaN,Sunny
1119,2015-12-09,1188,79,Month 3,-90,-31,881,NaN,Sunny
1118,2015-12-08,1187,78,Month 3,-84,-29,881,NaN,Sunny
1117,2015-12-07,1186,78,Month 3,-86,-28,881,NaN,Sunny
1116,2015-12-06,1185,77,Month 3,-84,-24,881,NaN,Sunny
1115,2015-12-05,1184,77,Month 3,-85,-28,882,NaN,Sunny
1113,2015-12-04,1183,76,Month 3,-86,-26,883,NaN,Sunny
1114,2015-12-03,1182,76,Month 3,-85,-29,884,NaN,Sunny
1112,2015-12-02,1181,75,Month 3,-86,-24,885,NaN,Sunny
1111,2015-12-01,1180,75,Month 3,-86,-27,886,NaN,Sunny
1110,2015-11-30,1179,75,Month 3,-85,-25,887,NaN,Sunny
1109,2015-11-29,1178,74,Month 3,-86,-26,888,NaN,Sunny
1108,2015-11-28,1177,74,Month 3,-84,-27,888,NaN,Sunny
1107,2015-11-27,1176,73,Month 3,-84,-31,890,NaN,Sunny
1106,2015-11-26,1175,73,Month 3,-85,-23,890,NaN,Sunny
1105,2015-11-25,1174,72,Month 3,-85,-25,891,NaN,Sunny
1103,2015-11-24,1173,72,Month 3,-87,-31,892,NaN,Sunny
1104,2015-11-23,1172,71,Month 3,-87,-26,892,NaN,Sunny
1099,2015-11-22,1171,71,Month 3,-87,-29,892,NaN,Sunny
1101,2015-11-21,1170,71,Month 3,-85,-31,893,NaN,Sunny
1100,2015-11-20,1169,70,Month 3,-89,-32,894,NaN,Sunny
1102,2015-11-19,1168,70,Month 3,-84,-29,894,NaN,Sunny
1098,2015-11-18,1167,69,Month 3,-84,-25,894,NaN,Sunny
1097,2015-11-17,1166,69,Month 3,-84,-31,895,NaN,Sunny
1096,2015-11-16,1165,68,Month 3,-84,-35,897,NaN,Sunny
1095,2015-11-15,1164,68,Month 3,-86,-35,896,NaN,Sunny
1094,2015-11-14,1163,67,Month 3,-86,-29,896,NaN,Sunny
1093,2015-11-13,1162,67,Month 3,-84,-27,897,NaN,Sunny
1092,2015-11-12,1161,66,Month 3,-83,-26,898,NaN,Sunny
1091,2015-11-10,1160,66,Month 3,-80,-28,899,NaN,Sunny
1090,2015-11-09,1159,66,Month 3,-82,-28,898,NaN,Sunny
1089,2015-11-08,1158,65,Month 3,-82,-28,898,NaN,Sunny
1087,2015-11-07,1157,65,Month 3,-82,-32,900,NaN,Sunny
1085,2015-11-06,1156,64,Month 3,-84,-30,900,NaN,Sunny
1084,2015-11-05,1155,64,Month 3,-84,-26,900,NaN,Sunny
1088,2015-11-04,1154,63,Month 3,-84,-29,900,NaN,Sunny
1083,2015-11-03,1153,63,Month 3,-82,-31,900,NaN,Sunny
1086,2015-11-02,1152,62,Month 3,-80,-30,901,NaN,Sunny
1082,2015-11-01,1151,62,Month 3,-82,-31,901,NaN,Sunny
1081,2015-10-31,1150,62,Month 3,-82,-29,902,NaN,Sunny
1079,2015-10-30,1149,61,Month 3,-81,-23,902,NaN,Sunny
1080,2015-10-29,1148,61,Month 3,-80,-28,901,NaN,Sunny
1078,2015-10-28,1147,60,Month 3,-80,-29,901,NaN,Sunny
1077,2015-10-27,1146,60,Month 3,-82,-28,902,NaN,Sunny
1076,2015-10-26,1145,59,Month 2,-82,-29,903,NaN,Sunny
1075,2015-10-25,1144,59,Month 2,-82,-28,902,NaN,Sunny
1074,2015-10-24,1143,58,Month 2,-82,-29,901,NaN,Sunny
1073,2015-10-23,1142,58,Month 2,-82,-23,902,NaN,Sunny
1072,2015-10-22,1141,57,Month 2,-82,-28,902,NaN,Sunny
1071,2015-10-21,1140,57,Month 2,-81,-26,901,NaN,Sunny
1070,2015-10-20,1139,57,Month 2,-80,-25,901,NaN,Sunny
1067,2015-10-19,1138,56,Month 2,-82,-29,901,NaN,Sunny
1068,2015-10-18,1137,56,Month 2,-81,-26,901,NaN,Sunny
1066,2015-10-17,1136,55,Month 2,-82,-23,901,NaN,Sunny
1069,2015-10-16,1135,55,Month 2,-81,-27,901,NaN,Sunny
1065,2015-10-15,1134,54,Month 2,-80,-27,902,NaN,Sunny
1064,2015-10-14,1133,54,Month 2,-82,-26,902,NaN,Sunny
1063,2015-10-13,1132,53,Month 2,-82,-27,902,NaN,Sunny
1062,2015-10-12,1131,53,Month 2,-81,-28,902,NaN,Sunny
1061,2015-10-11,1130,53,Month 2,-81,-25,902,NaN,Sunny
1060,2015-10-10,1129,52,Month 2,-80,-23,902,NaN,Sunny
1059,2015-10-09,1128,52,Month 2,-79,-27,902,NaN,Sunny
1058,2015-10-08,1127,51,Month 2,-80,-27,901,NaN,Sunny
1057,2015-10-07,1126,51,Month 2,-79,-21,901,NaN,Sunny
1056,2015-10-06,1125,50,Month 2,-79,-22,900,NaN,Sunny
1055,2015-10-04,1124,50,Month 2,-80,-26,900,NaN,Sunny
1054,2015-10-03,1123,49,Month 2,-79,-27,900,NaN,Sunny
1053,2015-10-02,1122,49,Month 2,-79,-26,901,NaN,Sunny
1052,2015-10-01,1121,48,Month 2,-81,-25,901,NaN,Sunny
1051,2015-09-30,1120,48,Month 2,-80,-24,900,NaN,Sunny
1050,2015-09-29,1119,48,Month 2,-81,-22,899,NaN,Sunny
1049,2015-09-28,1118,47,Month 2,-80,-25,898,NaN,Sunny
1048,2015-09-27,1117,47,Month 2,-79,-25,898,NaN,Sunny
1046,2015-09-26,1116,46,Month 2,-79,-26,898,NaN,Sunny
1047,2015-09-25,1115,46,Month 2,-80,-21,897,NaN,Sunny
1045,2015-09-24,1114,45,Month 2,-79,-25,896,NaN,Sunny
1044,2015-09-23,1113,45,Month 2,-79,-24,895,NaN,Sunny
1043,2015-09-22,1112,44,Month 2,-80,-24,895,NaN,Sunny
1042,2015-09-21,1111,44,Month 2,-79,-26,896,NaN,Sunny
1041,2015-09-20,1110,43,Month 2,-81,-25,895,NaN,Sunny
1039,2015-09-19,1109,43,Month 2,-82,-26,895,NaN,Sunny
1038,2015-09-18,1108,42,Month 2,-78,-25,895,NaN,Sunny
1040,2015-09-17,1107,42,Month 2,-79,-24,893,NaN,Sunny
1037,2015-09-16,1106,42,Month 2,-82,-22,893,NaN,Sunny
1036,2015-09-15,1105,41,Month 2,-78,-25,892,NaN,Sunny
1035,2015-09-14,1104,41,Month 2,-79,-25,893,NaN,Sunny
1033,2015-09-13,1103,40,Month 2,-81,-26,893,NaN,Sunny
1032,2015-09-12,1102,40,Month 2,-84,-25,892,NaN,Sunny
1034,2015-09-11,1101,39,Month 2,-80,-23,891,NaN,Sunny
1031,2015-09-10,1100,39,Month 2,-79,-22,890,NaN,Sunny
1030,2015-09-09,1099,38,Month 2,-78,-24,891,NaN,Sunny
1029,2015-09-08,1098,38,Month 2,-77,-26,890,NaN,Sunny
1028,2015-09-07,1097,37,Month 2,-78,-27,889,NaN,Sunny
1025,2015-09-06,1096,37,Month 2,-79,-24,888,NaN,Sunny
1027,2015-09-05,1095,36,Month 2,-79,-24,888,NaN,Sunny
1026,2015-09-04,1094,36,Month 2,-80,-20,888,NaN,Sunny
1024,2015-09-03,1093,36,Month 2,-77,-21,887,NaN,Sunny
1023,2015-09-02,1092,35,Month 2,-79,-23,886,NaN,Sunny
1022,2015-09-01,1091,35,Month 2,-77,-21,886,NaN,Sunny
1021,2015-08-31,1090,34,Month 2,-78,-20,886,NaN,Sunny
1018,2015-08-30,1089,34,Month 2,-76,-19,885,NaN,Sunny
1020,2015-08-29,1088,33,Month 2,-77,-19,885,NaN,Sunny
1019,2015-08-27,1087,33,Month 2,-78,-19,885,NaN,Sunny
1016,2015-08-26,1086,32,Month 2,-77,-25,885,NaN,Sunny
1017,2015-08-25,1085,32,Month 2,-79,-23,886,NaN,Sunny
1015,2015-08-24,1084,31,Month 2,-78,-22,885,NaN,Sunny
1014,2015-08-23,1083,31,Month 2,-80,-20,883,NaN,Sunny
1012,2015-08-22,1082,30,Month 2,-79,-17,882,NaN,Sunny
1011,2015-08-21,1081,30,Month 2,-77,-18,882,NaN,Sunny
1013,2015-08-20,1080,29,Month 1,-77,-17,882,NaN,Sunny
1010,2015-08-19,1079,29,Month 1,-80,-21,882,NaN,Sunny
1009,2015-08-18,1078,29,Month 1,-80,-18,881,NaN,Sunny
1008,2015-08-17,1077,28,Month 1,-79,-16,880,NaN,Sunny
1007,2015-08-16,1076,28,Month 1,-81,-14,880,NaN,Sunny
1006,2015-08-15,1075,27,Month 1,-77,-13,879,NaN,Sunny
1005,2015-08-14,1074,27,Month 1,-77,-14,878,NaN,Sunny
1004,2015-08-13,1073,26,Month 1,-82,-15,879,NaN,Sunny
1003,2015-08-12,1072,26,Month 1,-78,-15,879,NaN,Sunny
1002,2015-08-11,1071,25,Month 1,-78,-16,878,NaN,Sunny
1001,2015-08-10,1070,25,Month 1,-80,-14,877,NaN,Sunny
999,2015-08-09,1069,24,Month 1,-77,-22,876,NaN,Sunny
1000,2015-08-08,1068,24,Month 1,-76,-23,874,NaN,Sunny
998,2015-08-07,1067,23,Month 1,-79,-24,875,NaN,Sunny
997,2015-08-06,1066,23,Month 1,-78,-14,875,NaN,Sunny
995,2015-08-05,1065,22,Month 1,-78,-19,873,NaN,Sunny
996,2015-08-04,1064,22,Month 1,-77,-22,871,NaN,Sunny
994,2015-08-03,1063,21,Month 1,-79,-19,871,NaN,Sunny
991,2015-08-02,1062,21,Month 1,-77,-24,871,NaN,Sunny
993,2015-08-01,1061,20,Month 1,-77,-23,871,NaN,Sunny
992,2015-07-31,1060,20,Month 1,-78,-16,870,NaN,Sunny
990,2015-07-30,1059,19,Month 1,-78,-20,870,NaN,Sunny
989,2015-07-29,1058,19,Month 1,-78,-22,868,NaN,Sunny
988,2015-07-28,1057,18,Month 1,-78,-22,867,NaN,Sunny
986,2015-07-27,1056,18,Month 1,-76,-21,868,NaN,Sunny
987,2015-07-26,1055,17,Month 1,-77,-20,868,NaN,Sunny
985,2015-07-25,1054,17,Month 1,-77,-11,867,NaN,Sunny
984,2015-07-24,1053,17,Month 1,-79,-11,865,NaN,Sunny
982,2015-07-23,1052,16,Month 1,-78,-12,865,NaN,Sunny
983,2015-07-21,1051,16,Month 1,-76,-20,864,NaN,Sunny
981,2015-07-20,1050,15,Month 1,-76,-22,863,NaN,Sunny
980,2015-07-19,1049,15,Month 1,-75,-21,864,NaN,Sunny
976,2015-07-18,1048,14,Month 1,-78,-15,864,NaN,Sunny
977,2015-07-17,1047,14,Month 1,-77,-14,863,NaN,Sunny
979,2015-07-16,1046,13,Month 1,-77,-12,862,NaN,Sunny
978,2015-07-15,1045,13,Month 1,-80,-13,861,NaN,Sunny
975,2015-07-14,1044,12,Month 1,-79,-20,860,NaN,Sunny
974,2015-07-13,1043,12,Month 1,-77,-20,860,NaN,Sunny
973,2015-07-12,1042,11,Month 1,-76,-20,859,NaN,Sunny
971,2015-07-11,1041,11,Month 1,-77,-22,859,NaN,Sunny
972,2015-07-10,1040,10,Month 1,-77,-21,858,NaN,Sunny
970,2015-07-09,1039,10,Month 1,-77,-21,857,NaN,Sunny
969,2015-07-08,1038,9,Month 1,-76,-21,858,NaN,Sunny
968,2015-07-07,1037,9,Month 1,-80,-21,856,NaN,Sunny
967,2015-07-06,1036,8,Month 1,-76,-17,856,NaN,Sunny
966,2015-07-05,1035,8,Month 1,-77,-12,857,NaN,Sunny
964,2015-07-04,1034,7,Month 1,-76,-14,859,NaN,Sunny
965,2015-07-03,1033,7,Month 1,-77,-14,856,NaN,Sunny
962,2015-07-02,1032,6,Month 1,-74,-16,854,NaN,Sunny
963,2015-07-01,1031,6,Month 1,-76,-15,854,NaN,Sunny
961,2015-06-30,1030,5,Month 1,-77,-15,855,NaN,Sunny
959,2015-06-29,1029,5,Month 1,-75,-14,856,NaN,Sunny
960,2015-06-28,1028,4,Month 1,-75,-15,853,NaN,Sunny
957,2015-06-26,1026,3,Month 1,-78,-16,851,NaN,Sunny
958,2015-06-25,1025,3,Month 1,-74,-14,851,NaN,Sunny
945,2015-06-24,1024,2,Month 1,-76,-15,851,NaN,Sunny
943,2015-06-23,1023,2,Month 1,-76,-15,851,NaN,Sunny
944,2015-06-22,1022,1,Month 1,-75,-12,852,NaN,Sunny
942,2015-06-21,1021,1,Month 1,-76,-14,850,NaN,Sunny
938,2015-06-20,1020,0,Month 1,-63,-12,832,NaN,Sunny
954,2015-06-19,1019,0,Month 1,-81,-14,849,NaN,Sunny
956,2015-06-18,1018,359,Month 12,-79,-15,850,NaN,Sunny
955,2015-06-17,1017,359,Month 12,-78,-12,850,NaN,Sunny
952,2015-06-16,1016,358,Month 12,-76,-11,847,NaN,Sunny
951,2015-06-14,1015,357,Month 12,-75,-13,847,NaN,Sunny
950,2015-06-13,1014,357,Month 12,-77,-14,846,NaN,Sunny
953,2015-06-12,1013,356,Month 12,-80,-12,846,NaN,Sunny
949,2015-06-11,1012,356,Month 12,-81,-16,846,NaN,Sunny
948,2015-06-10,1011,355,Month 12,-78,-12,845,NaN,Sunny
947,2015-06-09,1010,355,Month 12,-74,-11,846,NaN,Sunny
946,2015-06-08,1009,354,Month 12,-75,-12,845,NaN,Sunny
940,2015-06-07,1008,354,Month 12,-79,-12,844,NaN,Sunny
937,2015-06-06,1007,353,Month 12,-79,-12,845,NaN,Sunny
941,2015-06-05,1006,353,Month 12,-78,-13,844,NaN,Sunny
939,2015-06-04,1005,352,Month 12,-75,-12,843,NaN,Sunny
935,2015-06-03,1004,352,Month 12,-74,-9,842,NaN,Sunny
934,2015-06-02,1003,351,Month 12,-74,-10,843,NaN,Sunny
936,2015-06-01,1002,351,Month 12,-77,-12,844,NaN,Sunny
933,2015-05-31,1001,350,Month 12,-79,-12,843,NaN,Sunny
932,2015-05-30,1000,350,Month 12,-74,-12,841,NaN,Sunny
931,2015-05-28,998,349,Month 12,-73,-8,842,NaN,Sunny
930,2015-05-27,997,348,Month 12,-74,-13,843,NaN,Sunny
928,2015-05-26,996,348,Month 12,-72,-4,842,NaN,Sunny
929,2015-05-25,995,347,Month 12,-74,-4,842,NaN,Sunny
925,2015-05-24,994,346,Month 12,-79,-5,842,NaN,Sunny
927,2015-05-23,993,346,Month 12,-73,-8,840,NaN,Sunny
924,2015-05-22,992,345,Month 12,-73,-6,842,NaN,Sunny
926,2015-05-21,991,345,Month 12,-73,-3,840,NaN,Sunny
923,2015-05-20,990,344,Month 12,-76,-1,839,NaN,Sunny
921,2015-05-19,989,344,Month 12,-74,-10,841,NaN,Sunny
922,2015-05-18,988,343,Month 12,-75,-10,840,NaN,Sunny
920,2015-05-17,987,343,Month 12,-74,-7,839,NaN,Sunny
919,2015-05-16,986,342,Month 12,-74,-1,840,NaN,Sunny
918,2015-05-15,985,342,Month 12,-78,-5,840,NaN,Sunny
915,2015-05-14,984,341,Month 12,-74,-6,840,NaN,Sunny
916,2015-05-13,983,340,Month 12,-76,-6,840,NaN,Sunny
917,2015-05-12,982,340,Month 12,-74,-4,840,NaN,Sunny
914,2015-05-11,981,339,Month 12,-73,-3,841,NaN,Sunny
911,2015-05-10,980,339,Month 12,-73,1,840,NaN,Sunny
912,2015-05-09,979,338,Month 12,-79,-4,841,NaN,Sunny
913,2015-05-07,978,338,Month 12,-73,-2,842,NaN,Sunny
910,2015-05-06,977,337,Month 12,-75,-4,841,NaN,Sunny
909,2015-05-05,976,337,Month 12,-75,-6,842,NaN,Sunny
908,2015-05-04,975,336,Month 12,-73,-3,843,NaN,Sunny
907,2015-05-03,974,336,Month 12,-73,-3,842,NaN,Sunny
905,2015-05-02,973,335,Month 12,-72,-4,844,NaN,Sunny
904,2015-05-01,972,334,Month 12,-73,-3,847,NaN,Sunny
906,2015-04-30,971,334,Month 12,-71,-3,848,NaN,Sunny
903,2015-04-29,970,333,Month 12,-71,-4,849,NaN,Sunny
902,2015-04-28,969,333,Month 12,-72,-2,844,NaN,Sunny
901,2015-04-27,968,332,Month 12,-71,-3,848,NaN,Sunny
899,2015-04-26,967,332,Month 12,-74,-2,844,NaN,Sunny
900,2015-04-25,966,331,Month 12,-73,-12,850,NaN,Sunny
898,2015-04-24,965,331,Month 12,-75,-10,847,NaN,Sunny
897,2015-04-23,964,330,Month 12,-72,-13,847,NaN,Sunny
896,2015-04-22,963,329,Month 11,-71,-5,850,NaN,Sunny
894,2015-04-21,962,329,Month 11,-73,-2,845,NaN,Sunny
895,2015-04-20,961,328,Month 11,-71,-3,849,NaN,Sunny
893,2015-04-19,960,328,Month 11,-76,-8,846,NaN,Sunny
891,2015-04-18,959,327,Month 11,-78,-4,846,NaN,Sunny
892,2015-04-17,958,327,Month 11,-74,-9,848,NaN,Sunny
890,2015-04-16,957,326,Month 11,NaN,NaN,NaN,NaN,--
889,2015-04-13,954,324,Month 11,-73,-3,847,NaN,Sunny
887,2015-04-12,953,324,Month 11,-71,-5,847,NaN,Sunny
886,2015-04-11,952,323,Month 11,-69,-6,847,NaN,Sunny
888,2015-04-10,951,323,Month 11,-75,-4,849,NaN,Sunny
885,2015-04-09,950,322,Month 11,-73,0,850,NaN,Sunny
884,2015-04-08,949,321,Month 11,-72,-4,851,NaN,Sunny
883,2015-04-07,948,321,Month 11,-73,-8,854,NaN,Sunny
882,2015-04-06,947,320,Month 11,-70,-3,853,NaN,Sunny
879,2015-04-05,946,320,Month 11,-77,-2,850,NaN,Sunny
881,2015-04-04,945,319,Month 11,-72,-1,851,NaN,Sunny
878,2015-04-03,944,318,Month 11,-70,0,852,NaN,Sunny
877,2015-04-02,943,318,Month 11,-73,-1,854,NaN,Sunny
880,2015-03-31,942,317,Month 11,-74,-1,857,NaN,Sunny
875,2015-03-30,941,317,Month 11,-74,0,857,NaN,Sunny
876,2015-03-29,940,316,Month 11,-73,-2,861,NaN,Sunny
873,2015-03-28,939,316,Month 11,NaN,NaN,NaN,NaN,--
874,2015-03-26,937,314,Month 11,-73,0,863,NaN,Sunny
871,2015-03-25,936,314,Month 11,-72,-3,865,NaN,Sunny
872,2015-03-24,935,313,Month 11,-75,-2,862,NaN,Sunny
870,2015-03-23,934,313,Month 11,-73,1,858,NaN,Sunny
869,2015-03-22,933,312,Month 11,-71,-4,863,NaN,Sunny
866,2015-03-21,932,311,Month 11,-71,1,859,NaN,Sunny
867,2015-03-20,931,311,Month 11,-69,-1,864,NaN,Sunny
868,2015-03-19,930,310,Month 11,-75,-1,865,NaN,Sunny
865,2015-03-18,929,310,Month 11,-75,0,866,NaN,Sunny
864,2015-03-17,928,309,Month 11,-72,0,862,NaN,Sunny
863,2015-03-16,927,308,Month 11,-76,-2,862,NaN,Sunny
862,2015-03-15,926,308,Month 11,-76,1,864,NaN,Sunny
860,2015-03-14,925,307,Month 11,-71,-2,862,NaN,Sunny
861,2015-03-13,924,307,Month 11,-74,-1,867,NaN,Sunny
859,2015-03-12,923,306,Month 11,-72,-5,867,NaN,Sunny
858,2015-03-11,922,305,Month 11,-73,-2,870,NaN,Sunny
857,2015-03-10,921,305,Month 11,-70,2,867,NaN,Sunny
856,2015-03-09,920,304,Month 11,-72,-2,868,NaN,Sunny
855,2015-03-08,919,304,Month 11,-74,-3,870,NaN,Sunny
853,2015-03-07,918,303,Month 11,-71,0,867,NaN,Sunny
854,2015-03-06,917,302,Month 11,-76,-1,871,NaN,Sunny
852,2015-03-05,916,302,Month 11,-71,-5,872,NaN,Sunny
851,2015-03-04,915,301,Month 11,-71,-4,878,NaN,Sunny
850,2015-03-03,914,300,Month 11,-71,0,874,NaN,Sunny
848,2015-03-02,913,300,Month 11,-71,-4,871,NaN,Sunny
849,2015-03-01,912,299,Month 10,-75,-4,875,NaN,Sunny
846,2015-02-28,911,299,Month 10,-70,0,874,NaN,Sunny
847,2015-02-27,910,298,Month 10,-73,0,878,NaN,Sunny
845,2015-02-26,909,297,Month 10,-70,-2,878,NaN,Sunny
844,2015-02-25,908,297,Month 10,-71,-3,883,NaN,Sunny
842,2015-02-24,907,296,Month 10,-75,-1,879,NaN,Sunny
843,2015-02-22,906,296,Month 10,-76,-3,878,NaN,Sunny
840,2015-02-21,905,295,Month 10,-71,-2,880,NaN,Sunny
841,2015-02-20,904,294,Month 10,-71,0,878,NaN,Sunny
839,2015-02-19,903,294,Month 10,-71,-2,882,NaN,Sunny
838,2015-02-18,902,293,Month 10,-68,0,883,NaN,Sunny
837,2015-02-17,901,292,Month 10,-71,-2,885,NaN,Sunny
836,2015-02-16,900,292,Month 10,-70,1,883,NaN,Sunny
835,2015-02-15,899,291,Month 10,-75,-1,881,NaN,Sunny
834,2015-02-14,898,291,Month 10,-72,2,883,NaN,Sunny
832,2015-02-13,897,290,Month 10,-72,5,884,NaN,Sunny
833,2015-02-12,896,289,Month 10,-70,1,888,NaN,Sunny
831,2015-02-11,895,289,Month 10,-72,-4,889,NaN,Sunny
830,2015-02-10,894,288,Month 10,-75,-4,891,NaN,Sunny
829,2015-02-09,893,287,Month 10,-72,2,890,NaN,Sunny
828,2015-02-08,892,287,Month 10,-71,-3,892,NaN,Sunny
827,2015-02-07,891,286,Month 10,-72,-3,892,NaN,Sunny
826,2015-02-06,890,286,Month 10,-72,-4,892,NaN,Sunny
825,2015-02-05,889,285,Month 10,-70,2,895,NaN,Sunny
824,2015-02-04,888,284,Month 10,-70,-5,896,NaN,Sunny
822,2015-02-03,887,284,Month 10,-73,-4,897,NaN,Sunny
823,2015-02-02,886,283,Month 10,-73,-6,894,NaN,Sunny
819,2015-02-01,885,282,Month 10,-71,-4,895,NaN,Sunny
821,2015-01-31,884,282,Month 10,-71,-5,897,NaN,Sunny
820,2015-01-30,883,281,Month 10,-74,-4,897,NaN,Sunny
818,2015-01-29,882,280,Month 10,-76,-6,901,NaN,Sunny
817,2015-01-28,881,280,Month 10,-73,-4,899,NaN,Sunny
816,2015-01-27,880,279,Month 10,NaN,NaN,NaN,NaN,--
815,2015-01-19,872,274,Month 10,-72,1,902,NaN,Sunny
814,2015-01-18,871,273,Month 10,-70,-7,903,NaN,Sunny
813,2015-01-17,870,273,Month 10,-74,-6,909,NaN,Sunny
812,2015-01-15,869,272,Month 10,-72,-4,906,NaN,Sunny
811,2015-01-14,868,271,Month 10,-71,-4,908,NaN,Sunny
810,2015-01-13,867,271,Month 10,-71,-2,910,NaN,Sunny
809,2015-01-12,866,270,Month 10,-71,-4,911,NaN,Sunny
808,2015-01-11,865,270,Month 10,-70,-5,913,NaN,Sunny
806,2015-01-10,864,269,Month 9,-70,-1,914,NaN,Sunny
805,2015-01-09,863,268,Month 9,-72,-13,916,NaN,Sunny
807,2015-01-08,862,268,Month 9,-70,-2,917,NaN,Sunny
804,2015-01-07,861,267,Month 9,-70,-7,917,NaN,Sunny
803,2015-01-06,860,266,Month 9,-69,-8,916,NaN,Sunny
802,2015-01-05,859,266,Month 9,-72,-8,915,NaN,Sunny
800,2015-01-04,858,265,Month 9,-73,-6,913,NaN,Sunny
801,2015-01-03,857,264,Month 9,-76,0,911,NaN,Sunny
795,2015-01-02,856,264,Month 9,-68,-3,912,NaN,Sunny
799,2015-01-01,855,263,Month 9,-69,0,912,NaN,Sunny
798,2014-12-31,854,262,Month 9,-66,3,910,NaN,Sunny
796,2014-12-30,853,262,Month 9,-67,0,913,NaN,Sunny
797,2014-12-29,852,261,Month 9,-73,-3,916,NaN,Sunny
794,2014-12-28,851,260,Month 9,-68,-6,919,NaN,Sunny
789,2014-12-27,850,260,Month 9,-68,-1,918,NaN,Sunny
787,2014-12-26,849,259,Month 9,-69,-1,918,NaN,Sunny
792,2014-12-25,848,258,Month 9,-69,-4,918,NaN,Sunny
791,2014-12-24,847,258,Month 9,-69,-8,918,NaN,Sunny
785,2014-12-23,846,257,Month 9,-74,-7,925,NaN,Sunny
786,2014-12-22,845,257,Month 9,-73,0,920,NaN,Sunny
788,2014-12-21,844,256,Month 9,-68,5,917,NaN,Sunny
793,2014-12-20,843,255,Month 9,-69,1,916,NaN,Sunny
790,2014-12-19,842,255,Month 9,-69,-6,914,NaN,Sunny
784,2014-12-18,841,254,Month 9,-75,-7,914,NaN,Sunny
783,2014-12-17,840,253,Month 9,-74,-4,913,NaN,Sunny
781,2014-12-16,839,253,Month 9,-70,-1,917,NaN,Sunny
782,2014-12-15,838,252,Month 9,-69,-1,917,NaN,Sunny
779,2014-12-14,837,251,Month 9,-69,4,916,NaN,Sunny
778,2014-12-13,836,251,Month 9,-69,-1,916,NaN,Sunny
780,2014-12-12,835,250,Month 9,-69,-1,917,NaN,Sunny
777,2014-12-11,834,249,Month 9,-68,-3,918,NaN,Sunny
776,2014-12-09,833,249,Month 9,-69,-1,923,NaN,Sunny
775,2014-12-08,832,248,Month 9,-68,-2,924,NaN,Sunny
774,2014-12-07,831,247,Month 9,-68,-6,920,NaN,Sunny
772,2014-12-06,830,247,Month 9,-68,-1,918,NaN,Sunny
773,2014-12-05,829,246,Month 9,-71,-2,914,NaN,Sunny
771,2014-12-04,828,245,Month 9,-71,-1,914,NaN,Sunny
769,2014-12-03,827,245,Month 9,-68,0,911,NaN,Sunny
770,2014-12-02,826,244,Month 9,-68,0,914,NaN,Sunny
767,2014-12-01,825,243,Month 9,-67,1,914,NaN,Sunny
768,2014-11-30,824,243,Month 9,-67,2,914,NaN,Sunny
766,2014-11-29,823,242,Month 9,-69,0,912,NaN,Sunny
764,2014-11-28,822,242,Month 9,-71,1,911,NaN,Sunny
762,2014-11-27,821,241,Month 9,-68,2,910,NaN,Sunny
765,2014-11-26,820,240,Month 9,-68,-1,910,NaN,Sunny
763,2014-11-25,819,240,Month 9,-71,0,913,NaN,Sunny
760,2014-11-24,818,239,Month 8,-68,0,914,NaN,Sunny
761,2014-11-23,817,238,Month 8,-69,0,913,NaN,Sunny
758,2014-11-22,816,238,Month 8,-74,-7,909,NaN,Sunny
759,2014-11-21,815,237,Month 8,-69,-8,905,NaN,Sunny
757,2014-11-20,814,236,Month 8,-68,-3,902,NaN,Sunny
756,2014-11-19,813,236,Month 8,-67,2,904,NaN,Sunny
755,2014-11-18,812,235,Month 8,-75,3,902,NaN,Sunny
754,2014-11-17,811,234,Month 8,-71,-6,900,NaN,Sunny
751,2014-11-16,810,234,Month 8,-69,3,897,NaN,Sunny
