,headline_no_site,site,time,country,bias,year
370402,"Elizabeth Warren's rise and fall had it all – big plans, pinky promises and billionaire brawls",cnbc.com,2020-03-06 08:00:00+00:00,USA,0.0,2020
29017,Report: Lori Loughlin unlikely to reprise Aunt Becky role on 'Fuller House' after college scandal,chron.com,2019-03-15 07:00:00+00:00,USA,0.16666666666666666,2019
203039,"Book review: Rise Up, Women! The Remarkable Lives of the Suffragettes by Diane Atkinson",thetimes.co.uk,2018-02-11 08:00:00+00:00,UK,0.0,2018
278020,2 women IPS officers terminated for 'unauthorised' absence,outlookindia.com,2017-02-22 08:00:00+00:00,India,0.16666666666666666,2017
118799,Jessica Brown Findlay says her new drama Harlots will ‘surprise’ viewers,metro.co.uk,2017-03-27 07:00:00+00:00,UK,0.16666666666666666,2017
51823,Alexander Skarsgard talks BBC drama The Little Drummer Girl,digitalspy.com,2018-09-30 07:00:00+00:00,UK,0.16666666666666666,2018
111010,"Whitney Port on the girl drama, the guy rumors and what it takes to survive",latimes.com,2009-12-01 08:00:00+00:00,USA,0.16666666666666666,2009
348019,Dramatic moment ship’s captain leaps 40ft into sea to save drowning woman after steering ship so it didn’t...,thesun.co.uk,2020-02-27 08:00:00+00:00,UK,0.16666666666666666,2020
359244,Rachel Bilson says she and Rami Malek are 'good' after viral photo drama,ibtimes.co.uk,2021-04-28 07:00:00+00:00,UK,0.16666666666666666,2021
20141,Amy Adams’ New HBO Series Breaks Into The Boys Club Of Dark TV Drama,buzzfeed.com,2018-07-17 07:00:00+00:00,UK,0.0,2018
304216,"Alcohol related deaths have increased dramatically among women, according to a new study",businessinsider.com,2020-01-11 08:00:00+00:00,India,0.0,2020
315085,Gal Gadot to reteam with Wonder Woman director Patty Jenkins for period drama Cleopatra,firstpost.com,2020-10-12 07:00:00+00:00,India,0.3333333333333333,2020
325780,Dramatic moment girl runs out into oncoming traffic   straight into path of driving instructor,manchestereveningnews.co.uk,2020-02-17 08:00:00+00:00,UK,0.16666666666666666,2020
92073,"Anne Mensah: Why Sky's drama supremo worries about her customers, not her viewers",independent.co.uk,2015-01-18 08:00:00+00:00,UK,0.16666666666666666,2015
173147,The Bookshop Is The Sexiest British Drama With Absolutely No Sex,refinery29.com,2018-10-26 06:42:45+00:00,USA,0.0,2018
110495,Bhumi Pednekar: Can't be part of an anti feminist or women bashing film,indiatoday.in,2019-11-15 08:00:00+00:00,India,0.16666666666666666,2019
88858,Berlin 2012: Oscar Nominee Meryl Streep Says Margaret Thatcher Was a Feminist,hollywoodreporter.com,2012-02-14 08:00:00+00:00,USA,0.0,2012
190008,I treat women badly in my sex life but still think I’m a feminist. Is that hypocritical?,theguardian.com,2018-07-18 07:00:00+00:00,India,0.16666666666666666,2018
246685,7 influential feminists share the most powerful thing about being a woman,mashable.com,2017-03-08 08:00:00+00:00,UK,0.16666666666666666,2017
283689,The Best Feminist Mother’s Day Gifts That Give Back and Empower Women,vogue.com,2017-05-11 07:00:00+00:00,UK,0.16666666666666666,2017
291322,"Dear pseudo feminists, wake up from the narcotic of hypocrisy : For you to be women, you need to be human first",opindia.com,2018-01-31 08:00:00+00:00,India,0.0,2018
191114,Woman at Point Zero by Nawal El Saadawi review – classic feminist novel,theguardian.com,2015-11-06 08:00:00+00:00,India,0.16666666666666666,2015
190497,Can cities be feminist? Inside the global rise of female mayors,theguardian.com,2016-10-12 07:00:00+00:00,India,0.16666666666666666,2016
188247,Ivanka Trump’s a feminist? Yep – just like her father and her brothers,theguardian.com,2019-02-10 08:00:00+00:00,India,0.16666666666666666,2019
369774,"1,100 Feminists Condemn Crackdown on Muslim Women Anti CAA Activists",thewire.in,2020-05-05 07:00:00+00:00,India,0.16666666666666666,2020
216118,Lydia Ko wins first professional title,usatoday.com,2013-12-08 08:00:00+00:00,USA,0.0,2013
241160,Ariana Grande: Dangerous Woman becomes new album title | EW.com,ew.com,2016-02-23 08:00:00+00:00,USA,0.16666666666666666,2016
174666,In form Punam Raut masterminds quadrangular series title win for India women,scroll.in,2017-05-21 07:00:00+00:00,India,0.16666666666666666,2017
232640,Mickie James Goes from WWE Raw's Forgotten Woman to Compelling Title Contender,bleacherreport.com,2017-09-26 22:43:58+00:00,USA,0.16666666666666666,2017
363015,Banyana kick off Cosafa title defence with victory over Angola,Thesouthafrican.com,2020-11-03 08:00:00+00:00,South Africa,0.0,2020
83922,Becky Lynch says tag team titles next logical step for women’s evolution in WWE,hindustantimes.com,2018-03-19 07:00:00+00:00,India,0.0,2018
147305,Angelique Kerber Beats Karolina Pliskova To Win Her First U.S. Open Title,npr.org,2016-09-10 07:00:00+00:00,USA,0.16666666666666666,2016
339831,Controlled aggression: Naomi Osaka found the right balance to fight for her second US Open title,scroll.in,2020-09-13 07:00:00+00:00,India,0.16666666666666666,2020
195563,City tennis player wins her first ever ITF singles title,thehindu.com,2017-07-23 07:00:00+00:00,India,0.16666666666666666,2017
186980,Entitled Woman wants it all her way,telegraph.co.uk,2010-05-06 07:00:00+00:00,UK,0.3333333333333333,2010
380224,"Naomi Osaka Is Steadfast in Winning, and Her Message, At the US Open",chicagotribune.com,2020-09-03 07:00:00+00:00,USA,0.16666666666666666,2020
189715,Daily glass of wine raises risk of breast cancer in women,theguardian.com,2015-08-18 07:00:00+00:00,India,0.16666666666666666,2015
115603,How Ella Toone predicted her goal in Manchester United Women’s win over Everton,manchestereveningnews.co.uk,2021-05-10 12:04:05+00:00,UK,0.16666666666666666,2021
44433,Heart op girl needed 47 pints of blood to keep her alive.. but recovered thanks to special bond with twin sister,dailyrecord.co.uk,2014-01-03 08:00:00+00:00,UK,0.5,2014
247558,"After Korea Open Win, PV Sindhu Wins Billion Hearts By Dedicating Her Win To PM Modi",mensxp.com,2017-09-18 07:00:00+00:00,India,0.16666666666666666,2017
257003,Daenerys Targaryen Margaery Tyrell: Which women are winning the Game of Thrones this week.,slate.com,2013-04-01 07:00:00+00:00,USA,0.16666666666666666,2013
265715,Aston Villa Ladies Disability Team win the FA People's Cup,birminghammail.co.uk,2017-05-02 07:00:00+00:00,UK,0.16666666666666666,2017
264292,Smell of rancid chicken from Iceland 'caused woman to pop her stitches following an operation',walesonline.co.uk,2018-10-22 07:00:00+00:00,UK,0.3333333333333333,2018
53322,Katrina Kaif thinks I'm joking that she will win National Award for 'Bharat': Salman Khan,dnaindia.com,2019-05-26 07:00:00+00:00,India,0.16666666666666666,2019
275931,"Man exposed himself to girl, 8, after following her into pub toilets",liverpoolecho.co.uk,2018-01-31 08:00:00+00:00,UK,0.16666666666666666,2018
272579,"Widnes Dog Attack: Woman, 43, Dies After Being Mauled In Cheshire",huffingtonpost.co.uk,2019-09-25 07:00:00+00:00,UK,0.0,2019
301470,Editors' forum shocked at Bathabile Dlamini's attack on woman journalist,Sowetanlive.co.za,2021-05-13 07:00:00+00:00,South Africa,0.16666666666666666,2021
117135,Man and woman hunted following separate road rage attacks,manchestereveningnews.co.uk,2017-03-14 07:00:00+00:00,UK,0.16666666666666666,2017
152340,Woman slashed across face in another terrifying NYC attack,nypost.com,2016-02-12 08:00:00+00:00,USA,0.16666666666666666,2016
346120,Elderly Asian woman fights off attacker in San Francisco | TheHill,thehill.com,2021-03-18 07:00:00+00:00,USA,0.16666666666666666,2021
377460,Man and woman attacked with bat as four hurt in BP petrol station disorder in Lye,birminghammail.co.uk,2020-08-17 07:00:00+00:00,UK,0.16666666666666666,2020
287723,Mum blinded after being attacked by boyfriend with SCREWDRIVER in vicious assault,dailystar.co.uk,2019-03-01 08:00:00+00:00,UK,0.16666666666666666,2019
179170,Police hunt brothers from London after terrifying acid attack that left woman with facial burns,standard.co.uk,2015-09-22 07:00:00+00:00,UK,0.16666666666666666,2015
365813,‘SoHo Karen’ Who Attacked Black Teen Claims She Can't Be Racist Because She's a ‘Woman of Color’,complex.com,2021-01-11 08:00:00+00:00,USA,0.3333333333333333,2021
224846,"Woman, 83, attacked by rabid beaver at Lake Barcroft in Fairfax County",washingtonpost.com,2012-09-05 07:00:00+00:00,UK,0.0,2012
291294,Haridwar: Hindu boy Muslim girl couple seek police protection after their marriage is used to create communal tension,opindia.com,2018-12-03 08:00:00+00:00,India,0.16666666666666666,2018
97846,Jharkhand: Teen Dies After 5 Guests of Marriage Party Gangrape Her,india.com,2019-04-20 07:00:00+00:00,India,0.16666666666666666,2019
163760,Lance Bass on Caitlyn Jenner's Same Sex Marriage Stance: 'We Should Give Her a Little Room to Grow',people.com,2015-09-09 07:00:00+00:00,USA,0.16666666666666666,2015
350310,Woman sues boyfriend for wasting time   dating for 8 years without proposing marriage,timesnownews.com,2020-12-09 08:00:00+00:00,India,0.16666666666666666,2020
186837,"Alexandra Aitken, her Sikh husband, and what his friends and family really think about their marriage",telegraph.co.uk,2011-02-13 08:00:00+00:00,UK,0.16666666666666666,2011
209002,"Class 9th Wardha girl raped, head smashed by boyfriend and friend for demanding marriage",timesnownews.com,2018-10-22 07:00:00+00:00,India,0.16666666666666666,2018
228430,"Marc Cherry on how 'Why Women Kill' tells the stories of 'what women should be and what marriage should look like' in the '60s, '80s and present day",yahoo.com,2019-08-14 07:00:00+00:00,India,0.16666666666666666,2019
61940,"Kim Kardashian on The View: All About Her Marriage, Her New Workouts and Life After Paris",eonline.com,2017-06-20 07:00:00+00:00,USA,0.16666666666666666,2017
146102,Marriage Of 96 Year Old Woman Raises Legal Questions,npr.org,2014-09-09 07:00:00+00:00,USA,0.16666666666666666,2014
259180,'Til Death Do Us Part': Marriage Is the True Terror of Gone Girl,theatlantic.com,2014-10-07 07:00:00+00:00,USA,0.16666666666666666,2014
16807,Sheryl Sandberg: 'The Most Important Career Choice You'll Make Is Who You Marry',businessinsider.com,2011-12-01 08:00:00+00:00,India,0.0,2011
375900,Punjab: Lawyer files petition against ‘Prince Harry Middleton’ for not marrying her despite ’email promise’,opindia.com,2021-04-13 07:00:00+00:00,India,0.16666666666666666,2021
109840,"Major Nikhil Handa was 'obsessed' with Shailaja, wanted to marry her: Delhi Police",indiatoday.in,2018-06-24 07:00:00+00:00,India,0.0,2018
73138,Tamil Nadu: Dalit man hacked to death in full public view for marrying Thevar girl in Tirupur,firstpost.com,2016-03-14 07:00:00+00:00,India,0.16666666666666666,2016
6264,Manqele claims she was to marry Flabba,Sowetanlive.co.za,2015-09-17 07:00:00+00:00,South Africa,0.16666666666666666,2015
289145,"Love Jihad is back! Muslim boys offered Rs 7L to marry Sikh girl, Rs 5L for a Brahmin",oneindia.com,2016-02-11 08:00:00+00:00,India,0.0,2016
79892,South Carolina Woman Looks to Marry a Convicted Killer She's Never Met,foxnews.com,2010-10-06 07:00:00+00:00,UK,0.3333333333333333,2010
167381,Photos of Britney Spears in LA As Conservatorship Is Extended And She Wants to Marry Jason Trawick?,popsugar.com,2009-12-23 08:00:00+00:00,USA,0.16666666666666666,2009
142236,"BJP Bachelors Can Now Marry White Skinned Kashmiri Women, Says MLA After Article 370 Move",news18.com,2019-08-07 07:00:00+00:00,India,0.0,2019
124595,"Woman, 19, facing jail after 'marrying' 13 year old schoolboy and having his baby",mirror.co.uk,2016-10-10 07:00:00+00:00,UK,0.0,2016
265920,Woman who was born white but identifies as black leaves This Morning viewers speechless,birminghammail.co.uk,2017-10-04 07:00:00+00:00,UK,0.16666666666666666,2017
320952,"'Called Coronavirus, Hit With Water Balloons Near DU': Female Students From Northeast Share Their Horror",india.com,2020-03-10 07:00:00+00:00,India,0.16666666666666666,2020
46600,My son is dead because caste: Rohith Vemula’s mother,deccanchronicle.com,2019-01-18 08:00:00+00:00,India,0.16666666666666666,2019
16644,Betty White Is The New Ashton Kutcher    She'll Get Her Own Hidden Camera Show On NBC,businessinsider.com,2011-03-31 07:00:00+00:00,India,0.16666666666666666,2011
158773,Killing of African Giraffe Sets Off Anger at ‘White American Savage’ Who Shot It,nytimes.com,2018-07-03 07:00:00+00:00,India,0.0,2018
38680,"SC woman arrested after hitting black teen, telling him to leave pool",dailymail.co.uk,2018-06-26 07:00:00+00:00,India,0.16666666666666666,2018
82098,"Mumbai: Woman dies after bike hits pothole during heavy rains, incident caught on CCTV",freepressjournal.in,2018-07-09 07:00:00+00:00,India,0.16666666666666666,2018
346144,"Former Florida teacher mailed threatening letters, white powder to her previous schools | TheHill",thehill.com,2021-03-27 07:00:00+00:00,USA,0.16666666666666666,2021
46189,Husband of 'bubbly' woman killed after being hit by bus at work awarded 'six figure sum',dailyrecord.co.uk,2019-02-12 08:00:00+00:00,UK,0.16666666666666666,2019
327976,'Lock her up!': Anti Whitmer coronavirus lockdown protestors swarm Michigan Capitol,nbcnews.com,2020-04-16 07:00:00+00:00,USA,0.16666666666666666,2020
84461,Indian origin woman gets 22 years in prison for strangling 9 year old stepdaughter to death,hindustantimes.com,2019-06-04 07:00:00+00:00,India,0.16666666666666666,2019
104062,Pratibha Patil commuted death sentences of 7 rapists during her tenure,indiatimes.com,2013-01-02 08:00:00+00:00,India,0.16666666666666666,2013
112454,"Julia Roberts 'looking ahead' after death of half sister, she says",latimes.com,2014-04-21 07:00:00+00:00,USA,0.16666666666666666,2014
40218,Woman 'beat pregnant mother to death and cut out child from womb in C section she had seen on Discovery Channel',dailymail.co.uk,2011-10-10 07:00:00+00:00,India,0.5,2011
108951,HC orders government: Pay Rs 5L to woman for hubby's death,indiatimes.com,2012-07-31 07:00:00+00:00,India,0.16666666666666666,2012
308288,Police probe sudden death of woman at high rise block of flats in Glasgow,dailyrecord.co.uk,2020-02-03 08:00:00+00:00,UK,0.16666666666666666,2020
18983,This Mother Says The Image Of Her Daughter's Death Will Stay With Her Forever,buzzfeed.com,2018-02-22 08:00:00+00:00,UK,0.3333333333333333,2018
117109,"Deaths of man and woman within 48 hours at same house not suspicious, say police",manchestereveningnews.co.uk,2017-03-01 08:00:00+00:00,UK,0.16666666666666666,2017
163779,Gina Rodriguez Reveals How Her Father's Brush with Death Taught Her to Dream Big,people.com,2015-09-09 07:00:00+00:00,USA,0.16666666666666666,2015
231880,Lady Gaga apologises over Zombie Boy death comments,Ewn.co.za,2018-08-05 07:00:00+00:00,South Africa,0.16666666666666666,2018
41055,Saudi women stun onlookers by parading in shopping malls in western clothing after shunning abaya,dailymail.co.uk,2019-09-12 07:00:00+00:00,India,0.16666666666666666,2019
96004,Saudi Arabia hosts first ever concert by female performer,independent.co.uk,2017-12-09 08:00:00+00:00,UK,0.16666666666666666,2017
36539,Women only car showroom opens in Saudi Arabia,dailymail.co.uk,2018-01-11 08:00:00+00:00,India,0.16666666666666666,2018
118592,The moment a little Saudi Arabian girl nearly shoots the cameraman with an AK 47 after celebrating support...,metro.co.uk,2015-04-10 07:00:00+00:00,UK,0.16666666666666666,2015
161318,Saudi Arabia Signals Openness to Women Seeking Work (Published 2012),nytimes.com,2012-09-05 07:00:00+00:00,India,0.16666666666666666,2012
193268,Saudi Arabia issues driving licences to women,thehindu.com,2018-06-05 07:00:00+00:00,India,0.16666666666666666,2018
94532,"Saudi Arabia women’s rights reforms less extensive than they appear, campaigners warn",independent.co.uk,2019-08-11 07:00:00+00:00,UK,0.0,2019
222300,How Rahaf Mohammed Alqunun embodies the struggles of many Saudi women,washingtonpost.com,2019-01-09 08:00:00+00:00,UK,0.16666666666666666,2019
132675,"""We No Longer Need A Man"": Saudi Women Driving Ban Ends",ndtv.com,2018-06-24 07:00:00+00:00,India,0.16666666666666666,2018
222870,Saudi Arabia creates a girls council to empower women — but where are the girls?,washingtonpost.com,2017-03-14 07:00:00+00:00,UK,0.3333333333333333,2017
193878,Financial freedom helps women in Pune villages turn entrepreneurs,thehindu.com,2018-12-24 08:00:00+00:00,India,0.16666666666666666,2018
251372,U.S. ends presumed freedom for pregnant immigrants,reuters.com,2018-03-29 07:00:00+00:00,USA,0.0,2018
336268,How Rose Dugdale Went From British Debutante to I.R.A. ‘Freedom Fighter’,nytimes.com,2020-11-11 08:00:00+00:00,India,0.0,2020
176158,What choice? Kerala hostel protest shows that even educated women face curbs on freedom,scroll.in,2015-04-03 07:00:00+00:00,India,0.16666666666666666,2015
175138,Humans of Assam: This granddaughter of a freedom fighter has no way to prove she is not a foreigner,scroll.in,2019-07-29 07:00:00+00:00,India,0.3333333333333333,2019
354997,"Some women mask up to deflect attention, but what we really want is freedom",washingtonpost.com,2021-05-20 07:00:00+00:00,UK,0.16666666666666666,2021
234014,World Cup Allows Iranian Women Freedom to Watch Matches in Russia,breitbart.com,2018-06-21 07:00:00+00:00,UK,0.16666666666666666,2018
5815,Financial freedom: an elusive goal for many women,Sowetanlive.co.za,2018-08-02 07:00:00+00:00,South Africa,0.16666666666666666,2018
144838,Mother Recalls Her Perilous Freedom Ride,npr.org,2011-11-09 08:00:00+00:00,USA,0.3333333333333333,2011
340548,"In ‘Skater Girl’, a teenager hops onto a skateboard and discovers flight and freedom",scroll.in,2021-05-31 07:01:00+00:00,India,0.0,2021
189444,Air Canada investigates after woman wakes up alone on darkened plane,theguardian.com,2019-06-23 07:00:00+00:00,India,0.16666666666666666,2019
288413,ANC chaplain general investigated for 'blatant disrespect of women',dispatchlive.co.za,2019-01-02 08:00:00+00:00,South Africa,0.16666666666666666,2019
256182,USC Gynecologist George Tyndall Being Investigated for More Than 50 Accusations of Sexual Abuse,slate.com,2018-05-30 07:00:00+00:00,USA,0.0,2018
231646,Police investigate after woman raped by men in JMPD uniform,Ewn.co.za,2017-07-11 07:00:00+00:00,South Africa,0.16666666666666666,2017
33343,Police investigate UK girl's fatal mauling by dogs   CNN,cnn.com,2013-03-27 07:00:00+00:00,India,0.0,2013
355287,Assault on 18 year old biracial woman in Wisconsin being investigated as hate crime,yahoo.com,2020-06-26 07:00:00+00:00,India,0.16666666666666666,2020
25752,Schererville police investigate woman found in ditch,chicagotribune.com,2017-03-01 08:00:00+00:00,USA,0.16666666666666666,2017
3621,Phoenix police investigate after woman in coma for decade gives birth,msn.com,2019-01-05 08:00:00+00:00,India,0.16666666666666666,2019
39068,Do children really make you happier? Mother of three PENNY MARSHALL investigates...,dailymail.co.uk,2010-07-29 07:00:00+00:00,India,0.16666666666666666,2010
93871,"Airline investigates after woman wakes up on dark, empty plane",independent.co.uk,2019-06-23 07:00:00+00:00,UK,0.16666666666666666,2019
112607,'Ferocious' women gather in Los Angeles for MOCA awards,latimes.com,2015-10-29 07:00:00+00:00,USA,0.16666666666666666,2015
277678,Women and rap are the big winners at 2019 Grammy Awards,marketwatch.com,2019-02-11 08:00:00+00:00,USA,0.16666666666666666,2019
76489,"How She Did It: Jamie Colby, From Accomplished Attorney to Award Winning Broadcast Journalist",forbes.com,2015-01-26 08:00:00+00:00,India,0.16666666666666666,2015
101032,Mother Teresa conferred with Founders Award posthumously in UK,indianexpress.com,2016-04-09 07:00:00+00:00,India,0.16666666666666666,2016
197894,Nurse who rescued woman from Mangaluru stabber receives Florence Nightingale award,thenewsminute.com,2019-07-29 07:00:00+00:00,India,0.16666666666666666,2019
87749,"Cyndi Lauper Accepts Icon Award at Billboard Women in Music 2018: ""Sisterhood Is a Powerful Thing""",hollywoodreporter.com,2018-12-06 08:00:00+00:00,USA,0.16666666666666666,2018
134680,Swiss woman gang rape case: 6 awarded life imprisonment in Madhya Pradesh,ndtv.com,2013-07-20 07:00:00+00:00,India,0.16666666666666666,2013
6423,Pioneering University of Johannesburg researchers win SA Women in Science Awards,Sowetanlive.co.za,2016-09-06 07:00:00+00:00,South Africa,0.16666666666666666,2016
362470,Meet the School Girl Who Won a Global Award For Designing a Solar Ironing Cart,thebetterindia.com,2020-12-02 08:00:00+00:00,India,0.16666666666666666,2020
86361,"SAG Awards: Lady Gaga, Rami Malek, Chadwick Boseman, More Stars Set to Present",hollywoodreporter.com,2019-01-23 08:00:00+00:00,USA,0.16666666666666666,2019
105979,Here are the Bengaluru winners of the Times She UnLTD Entrepreneur Awards 2019,indiatimes.com,2019-06-16 07:00:00+00:00,India,0.16666666666666666,2019
58606,Management Mythos: How Puranas shows that male forms represent entrepreneur & female enterprise,economictimes.indiatimes.com,2014-05-09 07:00:00+00:00,India,0.16666666666666666,2014
75336,4 Struggles Female Entrepreneurs Face    And How To Overcome Them,forbes.com,2016-11-28 08:00:00+00:00,India,0.16666666666666666,2016
101284,The hearing impaired woman entrepreneur who wowed the audience at ‘Huddle Kerala’ conclave,indianexpress.com,2018-04-09 07:00:00+00:00,India,0.16666666666666666,2018
324248,Women entrepreneurs in India likely to see business growth up to 90% in the next 5 years: Report,indiatoday.in,2021-04-17 07:00:00+00:00,India,0.16666666666666666,2021
99508,#GIRLBOSS Melissa Alam Launches Co Working Space for Female Entrepreneurs in Philadelphia,india.com,2014-12-30 08:00:00+00:00,India,0.16666666666666666,2014
259497,Why the Marijuana Business Is Appealing to Female Entrepreneurs,theatlantic.com,2016-06-28 07:00:00+00:00,USA,0.16666666666666666,2016
77334,The Female Entrepreneurs Who Turned A Flexible Schedule Into A Sustainable Business,forbes.com,2015-03-30 07:00:00+00:00,India,0.16666666666666666,2015
57825,Google aims to support 1 million rural women entrepreneurs in India,economictimes.indiatimes.com,2021-03-08 08:00:00+00:00,India,0.16666666666666666,2021
108370,Women entrepreneurs share experiences | Pune News,indiatimes.com,2010-10-06 07:00:00+00:00,India,0.16666666666666666,2010
2599,'Bachelorette' Hannah Brown Says She Had a 'Really Hard Time' Over Whether or Not to Get Engaged (Exclusive),msn.com,2019-05-21 07:00:00+00:00,India,0.16666666666666666,2019
164349,Inside Sister Wives' Mykelti Brown's Wedding Shower,people.com,2016-11-21 08:00:00+00:00,USA,0.16666666666666666,2016
234643,Chris Brown Arrested After Woman Claims He Threatened Her With Gun,cnbc.com,2016-08-31 07:00:00+00:00,USA,0.3333333333333333,2016
162910,Sister Wives: Meri Brown on Her Catfishing Scandal,people.com,2016-05-20 07:00:00+00:00,USA,0.3333333333333333,2016
20563,Millie Bobby Brown Has Defended Her Friendship With Drake After Revealing That They Text Each Other,buzzfeed.com,2018-09-21 07:00:00+00:00,UK,0.16666666666666666,2018
313228,"Yvette Nicole Brown Mourns Her Mother Fran: ""Until We Meet Again""",eonline.com,2021-05-30 21:29:00+00:00,USA,0.3333333333333333,2021
162868,Sister Wives: Mykelti Brown Engaged to Antonio Padron,people.com,2016-06-17 07:00:00+00:00,USA,0.16666666666666666,2016
219676,The Bachelorette’s Jed Wyatt Vacations With New Woman After Hannah Brown Split,usmagazine.com,2019-10-29 07:00:00+00:00,USA,0.16666666666666666,2019
7242,Cyntoia Brown gets her freedom after being sentenced to life as a teen,Timeslive.co.za,2019-01-08 08:00:00+00:00,South Africa,0.16666666666666666,2019
161884,Nicole Brown Simpson's Sister Tanya Remembers Her as a Down to Earth Mom: 'Her Kids Were Her Life',people.com,2016-01-30 08:00:00+00:00,USA,0.3333333333333333,2016
275992,Transgender woman message to victims of hate crime after her attacker jailed,liverpoolecho.co.uk,2015-01-13 08:00:00+00:00,UK,0.3333333333333333,2015
309169,Trans woman 'battered at restaurant in hate crime' and left feeling 'so fragile',dailystar.co.uk,2020-09-29 07:00:00+00:00,UK,0.16666666666666666,2020
62430,Katy Perry Has a Love Hate Relationship With This Pink Parachute in Her ''Rise'' Music Video,eonline.com,2016-08-04 07:00:00+00:00,USA,0.16666666666666666,2016
83103,Wrestling haters! ‘Dangal’ girl Fatima Sana Shaikh slammed for wearing swimsuit on Ramzan,freepressjournal.in,2017-06-08 07:00:00+00:00,India,0.16666666666666666,2017
145065,Mona Eltahawy Explains Why Women Are Hated In The Middle East,npr.org,2012-04-23 07:00:00+00:00,USA,0.16666666666666666,2012
358581,"70 year old woman savagely beaten on LA bus, allegedly because she ‘looked Asian,’ amid rash of hate crimes in California",rt.com,2021-04-16 07:00:00+00:00,USA,0.3333333333333333,2021
176759,Thanks a bunch... half of women hate flowers as a gift,standard.co.uk,2016-02-12 08:00:00+00:00,UK,0.16666666666666666,2016
254286,Woman wearing headscarf targeted for anti Muslim hate in Fremont,sfgate.com,2016-11-16 08:00:00+00:00,USA,0.16666666666666666,2016
34967,"2 Muslim women, babies attacked in alleged hate crime in New York",cnn.com,2016-09-10 07:00:00+00:00,India,0.0,2016
122299,Mum Mary Thomaston responds to 'haters' who said her daughter was too young for mermaid hair,metro.co.uk,2016-09-22 07:00:00+00:00,UK,0.5,2016
173676,Trump Used Mollie Tibbetts' Murder As A Political Prop But Never Called Her Family,refinery29.com,2018-12-28 08:00:00+00:00,USA,0.16666666666666666,2018
216618,Reports: Woman's death aboard Princess Cruises ship may be murder,usatoday.com,2018-11-14 08:00:00+00:00,USA,0.16666666666666666,2018
292473,A best friend searches for answers to her friend's murder,salon.com,2017-08-19 07:00:00+00:00,USA,0.16666666666666666,2017
338996,"U.N. chief urges equality fight, U.S. slams China for 'murder' of baby girls",reuters.com,2020-09-30 07:00:00+00:00,USA,0.16666666666666666,2020
186319,Husband of special constable Nisha Patel Nasri gets life sentence for her murder,telegraph.co.uk,2008-06-25 07:00:00+00:00,UK,0.16666666666666666,2008
31767,My Teenage Son Brutally Murdered My Baby Girl,chron.com,2017-12-20 08:00:00+00:00,USA,0.16666666666666666,2017
295440,Teen Charged With Murdering Her New Year's Eve Date,thedailybeast.com,2018-01-03 08:00:00+00:00,USA,0.16666666666666666,2018
79674,NYC mother killed in double murder suicide 'devoted her entire career to advocating for women and girls',foxnews.com,2019-11-07 08:00:00+00:00,UK,0.5,2019
321972,"Women activists call ‘unfortunate’, bizarre’, ‘shocking’ release of Jessica Lall murder case convict",indianexpress.com,2020-06-02 07:00:00+00:00,India,0.16666666666666666,2020
22513,Former Minneapolis police officer found guilty of murdering unarmed woman,cbsnews.com,2019-05-01 11:46:32+00:00,USA,0.16666666666666666,2019
238548,Pune woman becomes grandmother with dead son's preserved semen,deccanherald.com,2018-02-15 08:00:00+00:00,India,0.3333333333333333,2018
309697,World's deadliest female assassins from brainwashed spy to scantily clad cop slayer,dailystar.co.uk,2021-01-28 08:00:00+00:00,UK,0.16666666666666666,2021
324602,Gunfire at party at Mulholland Drive mansion leaves woman dead,latimes.com,2020-08-04 21:26:32+00:00,USA,0.16666666666666666,2020
127377,"Shocked woman claims ""terrible"" warning photo plastered on cigarette packets around world is her dead DAD",mirror.co.uk,2017-04-24 07:00:00+00:00,UK,0.3333333333333333,2017
254335,Missing Oakland girl's father found dead,sfgate.com,2014-05-05 07:00:00+00:00,USA,0.16666666666666666,2014
69149,Karin Dor dead: Bond Girl passes away aged 79,express.co.uk,2017-11-08 08:00:00+00:00,UK,0.16666666666666666,2017
147063,15 Year Old Girl Found Dead In A Menstrual Hut In Nepal,npr.org,2016-12-20 08:00:00+00:00,USA,0.16666666666666666,2016
324203,"Indian origin man shoots daughter, mother in law dead then kills self in US",indiatoday.in,2021-01-15 08:00:00+00:00,India,0.16666666666666666,2021
36944,Timothy Fattig lived with dead mother: Horror filmmaker arrested,dailymail.co.uk,2011-03-13 08:00:00+00:00,India,0.0,2011
152081,"Russian woman, Fagilyu Mukhametzyanov, dies at her own funeral after being mistaken for dead",nydailynews.com,2011-06-24 07:00:00+00:00,USA,0.16666666666666666,2011
45956,Powerful reason why this woman shared a selfie moments after having wet herself,dailyrecord.co.uk,2018-06-04 07:00:00+00:00,UK,0.3333333333333333,2018
241590,'Agents of S.H.I.E.L.D.': A surprising new face will help Skye get her powers under control,ew.com,2015-03-11 07:00:00+00:00,USA,0.16666666666666666,2015
95435,China's most powerful woman   but how far can Sun Chunlan go?,independent.co.uk,2012-11-21 08:00:00+00:00,UK,0.16666666666666666,2012
22261,"Jared Kushner's sister courting Chinese investors an ""abuse of power""?",cbsnews.com,2017-05-08 07:00:00+00:00,USA,0.16666666666666666,2017
252457,‘I ban my haters’ – Russian powerlifting champ Nataliya Kuznetsova (PHOTOS),rt.com,2017-11-14 08:00:00+00:00,USA,0.0,2017
