"artist","song","sentence","highestRank","year","nonPerson","name"
"Eve","Got It All","All I do is party and bullshit like when Frank was home","88","2000",NA,"Frank"
"Eve Featuring Alicia Keys","Gangsta Lovin'","Baby let me rock with you","2","2002",NA,"Baby"
"Eve Featuring Alicia Keys","Gangsta Lovin'","Baby let me rock with you","2","2002",NA,"Baby"
"Eve Featuring Alicia Keys","Gangsta Lovin'","Baby let me rock with you","2","2002",NA,"Baby"
"Eve Featuring Alicia Keys","Gangsta Lovin'","Baby let me rock with you","2","2002",NA,"Baby"
"Eve Featuring Alicia Keys","Gangsta Lovin'","Baby let me rock with you","2","2002",NA,"Baby"
"Everlast","What It's Like","Mary got pregnant from a kid named Tom that said he was in love","13","1998",NA,"Mary"
"Everlast","What It's Like","I knew this kid named Max who used to get fat stacks out on the corner with drugs","13","1998",NA,"Max"
"Everlast","What It's Like","Mary got pregnant from a kid named Tom that said he was in love","13","1998",NA,"Tom"
"Exile","You Thrill Me","Baby don't take it away","40","1978",NA,"Baby"
"Exile","You Thrill Me","Baby I'd be so good to you","40","1978",NA,"Baby"
"Exile","You Thrill Me","Baby","40","1978",NA,"Baby"
"Fabian","Tiger","Baby, ev'ry time you come in view","3","1959",NA,"Baby"
"Fabian","Tiger","Baby, ev'ry time you come in view","3","1959",NA,"Baby"
"Fabolous","Breathe","Yeah, Brooklyn gotta","10","2004","city","Brooklyn"
"Fabolous","Breathe","Like they say Juan do","10","2004",NA,"Juan"
"Fabolous","You Be Killin Em","She gotta donkey with her, Juan Valdez","63","2011",NA,"Juan"
"Fabolous","You Be Killin Em","Louis Vuitton shoes, she got too much pride","63","2011","brand","Louis"
"Fabolous","You Be Killin Em","Been playin' with that green long as Paul Pierce","63","2011",NA,"Paul"
"Fabolous Feat. Chris Brown","Ready","Yeah if this thing were a car, it'd be a Lamborghini Mercy","93","2013","car","Mercy"
"Fabolous Feat. Chris Brown","Ready","Rodney King that teen girl, can't we all just get along?","93","2013",NA,"Rodney"
"Fabolous Featuring Jermaine Dupri","Baby Don't Go","Baby Screwed","23","2007",NA,"Baby"
"Fabolous Featuring Jermaine Dupri","Baby Don't Go","We break up to make up at Jacob's baby","23","2007",NA,"Jacob"
"Fabolous Featuring Jermaine Dupri","Baby Don't Go","I mean you seen Tom Cruise on the Oprah show","23","2007",NA,"Tom"
"Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","I worry about you telling the whole world I'm your new Allen Springer","4","2003",NA,"Allen"
"Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","You seen what happened with Mr. Big and R. Kelly","4","2003",NA,"Kelly"
"Fabolous Featuring Nate Dogg","Can't Deny It","I might be in Chuck T's, or the chuckers","25","2001",NA,"Chuck"
"Fabolous Featuring Ne-Yo","Make Me Better","And she treats me like a Don, watches for the hit","8","2007","title","Don"
"Fabolous Featuring Ne-Yo","Make Me Better","Daddy do the Gucci, mami in Giuseppe's","8","2007",NA,"Giuseppe"
"Fabolous Featuring Ne-Yo","Make Me Better","Dynamic duo - Batman and Robin","8","2007",NA,"Robin"
"Fabolous Featuring Ne-Yo","Make Me Better","Top-notch Tim","8","2007",NA,"Tim"
"Fabolous Featuring P. Diddy & Jagged Edge","Trade It All","But I think I slipped when I saw them full lips covered with Mac","20","2002",NA,"Mac"
"Fabolous Featuring Tamia Or Ashanti","Into You","Let's fly to St. Bart, while the villa be painted","4","2003","place","Bart"
"Fabolous Featuring Tamia Or Ashanti","Into You","How'd you like it if, both our name's had Jackson on the ends, uh","4","2003",NA,"Jackson"
"Fabolous Featuring Tamia Or Ashanti","Into You","And you ain't flattered by Canary envy es dipped Jesus'","4","2003",NA,"Jesus"
"Fabolous Featuring Tamia Or Ashanti","Into You","Girl the way you cook a steak, remind me of those strips in Ruth Chris","4","2003",NA,"Ruth"
"Fabolous Featuring The-Dream","Throw It In The Bag","Whats up Brooklyn, whats up son,","14","2009","city","Brooklyn"
"Fabolous Featuring The-Dream","Throw It In The Bag","Son I'm from Brooklyn, what it look like","14","2009","city","Brooklyn"
"Fabolous Featuring The-Dream","Throw It In The Bag","I keep hittin' the baton, Louie Vuttion","14","2009","brand","Louie"
"Fabolous Featuring The-Dream","Throw It In The Bag","Got niggas lookin' like, did we miss a Mercedes sale?","14","2009","car","Mercedes"
"Fabolous Featuring The-Dream","Throw It In The Bag","That Remy Mar' got him spittin' plenty bars","14","2009",NA,"Remy"
"Faces","Cindy Incidentally","Oh Cindy ain't you noticed","48","1973",NA,"Cindy"
"Faces","Cindy Incidentally","But Cindy you and me we got to move","48","1973",NA,"Cindy"
"Faces","Cindy Incidentally","Oh Cindy incidentally, baby I ain't putting you on","48","1973",NA,"Cindy"
"Faces","Cindy Incidentally","Oh Cindy, don't you worry","48","1973",NA,"Cindy"
"Faces","Cindy Incidentally","So Cindy get your coat on","48","1973",NA,"Cindy"
"Faces","Stay With Me","I know your name is Rita","17","1972",NA,"Rita"
"Faith Evans","I Love You","Baby come hold me tight","14","2002",NA,"Baby"
"Faith Evans","I Love You","Baby I'll be waiting for you","14","2002",NA,"Baby"
"Faith Evans","Love Like This","Baby, try to understand","7","1998",NA,"Baby"
"Faith Evans","Love Like This","Baby, try to understand","7","1998",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, I'll do what I gotta do","21","1995",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, I'll do what I gotta do","21","1995",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, I'll do what I gotta do","21","1995",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, I'll do what I gotta do","21","1995",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, I apologize 'cause, boy, I really need you in my life","21","1995",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, I'll do what I gotta do","21","1995",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, I'll do what I gotta do","21","1995",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, if you give me just another chance, I can show you love","21","1995",NA,"Baby"
"Faith Evans","Soon As I Get Home","Baby, I miss you, just wanna kiss you, hold you in my arms tonight","21","1995",NA,"Baby"
"Faith Evans Featuring Missy \Misdemeanor\"" Elliott""","Burnin' Up","Baby come and take me there, I'm burnin' up!","NA","NA",NA,"Baby"
"Faith Evans Featuring Missy \Misdemeanor\"" Elliott""","Burnin' Up","Baby I'm just burnin' up!","NA","NA",NA,"Baby"
"Faith Evans Featuring Missy \Misdemeanor\"" Elliott""","Burnin' Up","Baby come and take me there, I'm burnin' up!","NA","NA",NA,"Baby"
"Faith Evans Featuring Missy \Misdemeanor\"" Elliott""","Burnin' Up","Baby I'm just burnin' up!","NA","NA",NA,"Baby"
"Faith Evans Featuring Missy \Misdemeanor\"" Elliott""","Burnin' Up","Baby I'm just burnin' up!","NA","NA",NA,"Baby"
"Faith Hill","Breathe","Baby, all we need is just to be","2","1999",NA,"Baby"
"Faith Hill","Breathe","Baby, isn't that the way that love's suppose to be","2","1999",NA,"Baby"
"Faith Hill","Breathe","Baby, all we need is just to be","2","1999",NA,"Baby"
"Faith Hill","Breathe","Baby, isn't that the way that love's suppose to be","2","1999",NA,"Baby"
"Faith Hill","Breathe","Baby, isn't that the way that love's suppose to be","2","1999",NA,"Baby"
"Faith Hill","It Matters To Me","Baby tell me where'd you ever learn","74","1995",NA,"Baby"
"Faith Hill","Mississippi Girl","Well, it's a long way from Star, Mississippi","29","2005","city","Star"
"Faith Hill","The Secret Of Life","And Marilyn stares down from the barroom wall","46","1999",NA,"Marilyn"
"Faith Hill","The Secret Of Life","The secret of life is in Marilyn's eyes","46","1999",NA,"Marilyn"
"Faith Hill","The Secret Of Life","Sam don't say nothin', just wipes off the bar","46","1999",NA,"Sam"
"Faith Hill","The Secret Of Life","Cause the secret of life is in Sam's martinis","46","1999",NA,"Sam"
"Faith Hill","The Secret Of Life","Sam looks up from his Sunday paper","46","1999",NA,"Sam"
"Faith Hill","This Kiss","Baby, hello, oh, no, goodbye","7","1998",NA,"Baby"
"Falco","Vienna Calling","Chris dich sehr vermisst - dein Bein und dein Gesicht","18","1986",NA,"Chris"
"Falco","Vienna Calling","Und Eva heiﬂt Yvonne","18","1986",NA,"Eva"
"Falco","Vienna Calling","Und plˆtzlich heiﬂt Maria Marilyn","18","1986",NA,"Maria Marilyn"
"Falco","Vienna Calling","Stella sitzt in Rio - Stella liegt in Tokyo","18","1986",NA,"Stella"
"Falco","Vienna Calling","Stella sitzt in Rio - Stella liegt in Tokyo","18","1986",NA,"Stella"
"Falco","Vienna Calling","Und Eva heiﬂt Yvonne","18","1986",NA,"Yvonne"
"Fall Out Boy","America's Suitehearts","Let's hear it for America's suitehearts","78","2009","country","America"
"Fall Out Boy","America's Suitehearts","Let's hear it for America's suitehearts","78","2009","country","America"
"Fall Out Boy","America's Suitehearts","Let's hear it for America's suitehearts","78","2009","country","America"
"Fall Out Boy","America's Suitehearts","Let's hear it for America's suitehearts","78","2009","country","America"
"Fall Out Boy","America's Suitehearts","Let's hear it for America's suitehearts","78","2009","country","America"
"Fall Out Boy","America's Suitehearts","Let's hear it for America's suitehearts","78","2009","country","America"
"Fantasia","Free Yourself","Baby you don't pay me no mind","41","2005",NA,"Baby"
"Fantasia","Free Yourself","Baby if you don't want me then don't talk to me","41","2005",NA,"Baby"
"Fantasia","I Believe","Heaven knows your existence","1","2004","place","Heaven"
"Far Corporation","Stairway To Heaven","It's just a spring clean for May Oueen.","89","1986","month","May"
"Faron Young","Riverboat","Oh a big man got on the riverboat our last time in St Paul","83","1960","place","Paul"
"Fastball","Fire Escape","Well, I don't wanna be President, Superman, or Clark Kent","86","1998",NA,"Clark"
"Fat Joe","Flow Joe","I got shit sewn, like Billy Bathgate","89","1993",NA,"Billy"
"Fat Joe","Flow Joe","And that's word to Ma Duke","89","1993",NA,"Duke"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta gotta gotta gotta let em know Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta gotta gotta gotta let em know Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","The name is Fat Joe, the label's Relativity, huh","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You know I can flow, the name is Fat Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta gotta gotta gotta let em know Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta gotta gotta gotta let em know Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","Fat Joe's in town","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","People always tell me, yo you're dope Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","So act like you know, the name is Fat Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta gotta gotta gotta let em know Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta gotta gotta gotta let em know Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","The name is Fat Joe, cause Joe is livin Fat","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","The name is Fat Joe, cause Joe is livin Fat","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta gotta gotta gotta let em know Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","You gotta flow Joe, you gotta flow Joe","89","1993",NA,"Joe"
"Fat Joe","Flow Joe","Now in ninety-three, they should free John Gotti","89","1993",NA,"John"
"Fat Joe & Remy Ma Featuring French Montana","All The Way Up","For my niggas with Bentley coupes and Rolexes","38","2016","car","Bentley"
"Fat Joe & Remy Ma Featuring French Montana","All The Way Up","Chanel croc bag, shit ain't even out","38","2016","brand","Chanel"
"Fat Joe & Remy Ma Featuring French Montana","All The Way Up","I got brown lira, I ain't talkin' 'bout Ross bitch","38","2016",NA,"Ross"
"Fat Joe Featuring Chris Brown","Another Round","Baby you ain't handled freaky shit like this","80","2012",NA,"Baby"
"Fat Joe Featuring Chris Brown","Another Round","Something like dirty Diana, body dope as heron","80","2012",NA,"Diana"
"Fat Joe Featuring Chris Brown","Another Round","I'm talking Janet, maybe ?","80","2012",NA,"Janet"
"Fat Joe Featuring Chris Brown","Another Round","Champs, Alize, think Rolls Royce","80","2012","car","Royce"
"Fat Joe Featuring J. Holiday","I Won't Tell","Baby you could keep a secret?","37","2008",NA,"Baby"
"Fat Joe Featuring J. Holiday","I Won't Tell","Baby I","37","2008",NA,"Baby"
"Fat Joe Featuring J. Holiday","I Won't Tell","Baby I, I, wont, wont, tell, tell","37","2008",NA,"Baby"
"Fat Joe Featuring J. Holiday","I Won't Tell","Baby I","37","2008",NA,"Baby"
"Fat Joe Featuring J. Holiday","I Won't Tell","Baby I, I, wont, wont, tell, tell","37","2008",NA,"Baby"
"Fat Joe Featuring J. Holiday","I Won't Tell","Baby I","37","2008",NA,"Baby"
"Fat Joe Featuring J. Holiday","I Won't Tell","Baby I, I, wont, wont, tell, tell","37","2008",NA,"Baby"
"Fat Joe Featuring J. Holiday","I Won't Tell","Christian, Lou Vutton the blue is charm","37","2008","brand","Christian"
"Fat Joe Featuring J. Holiday","I Won't Tell","The wrist is Jacob earring chapard","37","2008",NA,"Jacob"
"Fat Joe Featuring J. Holiday","I Won't Tell","Christian, Lou Vutton the blue is charm","37","2008","brand","Lou"
"Fat Joe Featuring J. Holiday","I Won't Tell","Louis Vutton I'm truly the don","37","2008","brand","Louis"
"Fat Joe Featuring J. Holiday","I Won't Tell","Venus, Serena, my cereal girls","37","2008",NA,"Serena"
"Fat Joe Featuring J. Holiday","I Won't Tell","Venus, Serena, my cereal girls","37","2008",NA,"Venus"
"Fat Joe Featuring Lil Wayne","Make It Rain","That gonja green, that Cali weed","13","2006","state","Cali"
"Fat Joe Featuring Lil Wayne","Make It Rain","Jada, I was listenin'","13","2006",NA,"Jada"
"Fat Joe Featuring R. Kelly","We Thuggin'","Along with Lisa, Aisha, Shonda, Renee","15","2001",NA,"Aisha"
"Fat Joe Featuring R. Kelly","We Thuggin'","Cruise through ya block and them drop-top Bentley's is ours","15","2001","car","Bentley"
"Fat Joe Featuring R. Kelly","We Thuggin'","Drunk off of Henry and the 'jo keep burnin'","15","2001","drink","Henry"
"Fat Joe Featuring R. Kelly","We Thuggin'","Got Cris' on pop, Henry wit no chaser, mami don't stop","15","2001","drink","Henry"
"Fat Joe Featuring R. Kelly","We Thuggin'","Got Cris' on pop, Henry wit no chaser, mami don't stop","15","2001","drink","Henry"
"Fat Joe Featuring R. Kelly","We Thuggin'","Got Cris' on pop, Henry wit no chaser, mami don't stop","15","2001","drink","Henry"
"Fat Joe Featuring R. Kelly","We Thuggin'","Fat Joe and the are","15","2001",NA,"Joe"
"Fat Joe Featuring R. Kelly","We Thuggin'","And my man Joe's got the keys to the spot","15","2001",NA,"Joe"
"Fat Joe Featuring R. Kelly","We Thuggin'","And my man Joe's got the keys to the spot","15","2001",NA,"Joe"
"Fat Joe Featuring R. Kelly","We Thuggin'","Fat Joe, R. Kelly we pop up","15","2001",NA,"Joe"
"Fat Joe Featuring R. Kelly","We Thuggin'","Fat Joe, R. Kelly we pop up","15","2001",NA,"Joe"
"Fat Joe Featuring R. Kelly","We Thuggin'","And my man Joe's got the keys to the spot","15","2001",NA,"Joe"
"Fat Joe Featuring R. Kelly","We Thuggin'","Fat Joe, R. Kelly we pop up","15","2001",NA,"Kelly"
"Fat Joe Featuring R. Kelly","We Thuggin'","Fat Joe, R. Kelly we pop up","15","2001",NA,"Kelly"
"Fat Joe Featuring R. Kelly","We Thuggin'","Along with Lisa, Aisha, Shonda, Renee","15","2001",NA,"Lisa"
"Fat Joe Featuring R. Kelly","We Thuggin'","Even ran through the dorms down in Morgan State","15","2001","place","Morgan"
"Fat Joe Featuring R. Kelly","We Thuggin'","Along with Lisa, Aisha, Shonda, Renee","15","2001",NA,"Renee"
"Fat Joe Featuring R. Kelly","We Thuggin'","Along with Lisa, Aisha, Shonda, Renee","15","2001",NA,"Shonda"
"Fat Joe Featuring Tony Sunshine & Armageddon","All I Need","To have a woman like you in the life of Jose","86","2003",NA,"Jose"
"Fats Domino","Be My Guest","We're gonna Lindy Hop and Suzy Q","8","1959",NA,"Lindy"
"Fats Domino","Coquette","Baby the one you love will just be foolin'","92","1958",NA,"Baby"
"Fats Domino","Coquette","Baby the one you love will just be foolin'","92","1958",NA,"Baby"
"Fats Domino","Country Boy","Heaven above","25","1960","place","Heaven"
"Fats Domino","Country Boy","Heaven above","25","1960","place","Heaven"
"Fats Domino","Dance With Mr. Domino","Big John and little sis","98","1962",NA,"John"
"Fats Domino","Dance With Mr. Domino","Big John and little sis","98","1962",NA,"John"
"Fats Domino","Dance With Mr. Domino","Big John and little sis","98","1962",NA,"John"
"Fats Domino","Dance With Mr. Domino","Big John and little sis","98","1962",NA,"John"
"Fats Domino","Dance With Mr. Domino","Big John and little sis","98","1962",NA,"John"
"Fats Domino","Ida Jane","Her name is Ida Jane","90","1962",NA,"Ida Jane"
"Fats Domino","Ida Jane","Because Ida Jane","90","1962",NA,"Ida Jane"
"Fats Domino","Ida Jane","Because Ida Jane","90","1962",NA,"Ida Jane"
"Fats Domino","Ida Jane","Since me and Ida Jane","90","1962",NA,"Ida Jane"
"Fats Domino","Jambalaya (On The Bayou)","Goodbye, Joe, me gotta go, me-oh, my-oh","30","1961",NA,"Joe"
"Fats Domino","Jambalaya (On The Bayou)","Yvonne, the sweetest one, me-oh, my-oh","30","1961",NA,"Yvonne"
"Fats Domino","Jambalaya (On The Bayou)","Kinfolk come to see Yvonne by the dozen","30","1961",NA,"Yvonne"
"Fats Domino","Little Mary","Little Mary, my baby, don't you hear me calling you","72","1958",NA,"Mary"
"Fats Domino","Little Mary","Little Mary, my baby, don't you hear me calling you","72","1958",NA,"Mary"
"Fats Domino","Little Mary","Little Mary, my baby, don't you hear me calling you","72","1958",NA,"Mary"
"Fats Domino","Little Mary","Little Mary, my baby, don't you hear me calling you","72","1958",NA,"Mary"
"Fats Domino","Margie","My little Margie","51","1959",NA,"Margie"
"Fats Domino","Margie","I'm always thinking of you, Margie","51","1959",NA,"Margie"
"Fats Domino","Margie","For Margie, you've been my inspiration,","51","1959",NA,"Margie"
"Fats Domino","Margie","Oh Margie, Margie, it's you","51","1959",NA,"Margie"
"Fats Domino","Margie","Oh Margie, Margie, it's you","51","1959",NA,"Margie"
"Fats Domino","Margie","Margie","51","1959",NA,"Margie"
"Fats Domino","Margie","I'm always thinking of you, Margie","51","1959",NA,"Margie"
"Fats Domino","Margie","For Margie, you've been my inspiration,","51","1959",NA,"Margie"
"Fats Domino","Margie","Oh Margie, Margie, it's you","51","1959",NA,"Margie"
"Fats Domino","Margie","Oh Margie, Margie, it's you","51","1959",NA,"Margie"
"Fats Domino","My Girl Josephine","Hello Josephine, how do you do?","14","1960",NA,"Josephine"
"Fats Domino","My Girl Josephine","Hello Josephine, how do you do?","14","1960",NA,"Josephine"
"Fats Domino","My Real Name","Baby I'm the one","59","1962",NA,"Baby"
"Fats Domino","My Real Name","Baby I'm the one","59","1962",NA,"Baby"
"Fats Domino","Three Nights A Week","Baby won't you please stay home.","15","1960",NA,"Baby"
"Fats Domino","Three Nights A Week","Baby won't you please stay home.","15","1960",NA,"Baby"
"Fats Domino","Three Nights A Week","Baby won't you please stay home.","15","1960",NA,"Baby"
"Fats Domino","Young School Girl","Calling Judy on the telephone","92","1958",NA,"Judy"
"Fergie","Big Girls Don't Cry","Valentine","1","2007",NA,"Valentine"
"Fergie","Fergalicious","Baby, baby, baby","2","2006",NA,"Baby"
"Fergie","Fergalicious","Comin' to me, callin' me Stacy","2","2006",NA,"Stacy"
"Fergie","London Bridge","Hey London, ATL, Cali collabo, Fergie and Polo","1","2006","state","Cali"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","Hey London, ATL, Cali collabo, Fergie and Polo","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","My London, London bridge wanna go down?","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","Like London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie","London Bridge","London, London, London","1","2006","city","London"
"Fergie Featuring Ludacris","Glamorous","Robin Leach will get jealous","1","2007",NA,"Robin"
"Ferras","Hollywood's Not America","Remember Hollywood's not America","62","2008","country","America"
"Ferras","Hollywood's Not America","Remember Hollywood's not America","62","2008","country","America"
"Ferras","Hollywood's Not America","Remember Hollywood's not America","62","2008","country","America"
"Ferras","Hollywood's Not America","Remember Hollywood's not America","62","2008","country","America"
"Ferras","Hollywood's Not America","Remember Hollywood's not America","62","2008","country","America"
"Ferras","Hollywood's Not America","Remember Hollywood's not America","62","2008","country","America"
"Ferras","Hollywood's Not America","It's not America","62","2008","country","America"
"Ferras","Hollywood's Not America","Born Helena Jane","62","2008",NA,"Helena Jane"
"Fetty Wap","Again","Baby, can you understand I'm a young nigga living","33","2015",NA,"Baby"
"Fetty Wap","Again","Baby, it's Zoovier, only want you","33","2015",NA,"Baby"
"Fetty Wap","Again","Baby, it's Zoowap from the bando","33","2015",NA,"Baby"
"Fetty Wap","Again","Baby, it's ZooWap from the fucking bando","33","2015",NA,"Baby"
"Fetty Wap","Jimmy Choo","My Beamer sit on Jimmy Choos, damn","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","My bitch, I buy her Jimmy Choos, damn","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Robin jeans and some Jimmy Choos, damn","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Robin jeans and some Jimmy Choos, damn","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Jimmy","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Jimmy Choos on her feet when she be walkin', ayy","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Jimmy Choos on her feet when she be walkin', yeah baby","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","My bitch in Jimmy Choos but I'm in Robin jeans","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Jimmy Choos and my Robin jeans","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Jimmy","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Jimmy Choos on her feet when she be walkin', ayy","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Jimmy Choos on her feet when she be walkin', yeah baby","65","2016",NA,"Jimmy"
"Fetty Wap","Jimmy Choo","Robin jeans and some Jimmy Choos, damn","65","2016",NA,"Robin"
"Fetty Wap","Jimmy Choo","Robin jeans and some Jimmy Choos, damn","65","2016",NA,"Robin"
"Fetty Wap","Jimmy Choo","My bitch in Jimmy Choos but I'm in Robin jeans","65","2016",NA,"Robin"
"Fetty Wap","Jimmy Choo","She say she love my crystals on my Robin wings","65","2016",NA,"Robin"
"Fetty Wap","Jimmy Choo","Jimmy Choos and my Robin jeans","65","2016",NA,"Robin"
"Fetty Wap","Jimmy Choo","Ain't no Trues, just some Robin jeans","65","2016",NA,"Robin"
"Fetty Wap","My Way","Baby, won't you come my way?","98","2015",NA,"Baby"
"Fetty Wap","My Way","Baby, won't you come my way?","98","2015",NA,"Baby"
"Fetty Wap","My Way","Baby, won't you come my way?","98","2015",NA,"Baby"
"Fetty Wap","My Way","Baby, won't you come my way?","98","2015",NA,"Baby"
"Fetty Wap","Trap Queen","Remy Boy,","2","2015",NA,"Remy"
"Fetty Wap Featuring Monty","Jugg","1738, ZooWap, Monty, squad","86","2015",NA,"Monty"
"Fetty Wap Featuring Monty","My Way","Baby, won't you come my way?","7","2015",NA,"Baby"
"Fetty Wap Featuring Monty","My Way","Baby, won't you come my way?","7","2015",NA,"Baby"
