"neighborhood","yelpAlias","yelpTitle","nCount","neighborhoodTotal","cCount","cityTotal","incidence","rank"
"East Village","wine_bars","Wine Bars",935,94764,15538,3633681,2.30738416439,5
"Eastchester","contractors","Contractors",134,2224,5659,3633681,38.6880748626,1
"Eastchester","towing","Towing",240,2224,10924,3633681,35.8956287917,2
"Eastchester","bodyshops","Body Shops",239,2224,12803,3633681,30.4998828048,3
"Eastchester","oilchange","Oil Change Stations",35,2224,2459,3633681,23.255277742,4
"Eastchester","autorepair","Auto Repair",345,2224,29918,3633681,18.8407658541,5
"Elm Park","hottubandpool","Hot Tub & Pool",8,255,158,3633681,721.505286672,1
"Elm Park","poolservice","Pool & Hot Tub Service",8,255,343,3633681,332.355204939,2
"Elm Park","glassandmirrors","Glass & Mirrors",16,255,1683,3633681,135.469798329,3
"Elm Park","rugs","Rugs",16,255,3822,3633681,59.6534983224,4
"Elm Park","towncarservice","Town Car Service",8,255,2767,3633681,41.1990731095,5
"Elmhurst","nightlife","Nightlife",229,16321,809,3633681,63.0212472439,1
"Elmhurst","estatephotography","Real Estate Photography",475,16321,7279,3633681,14.5285383295,2
"Elmhurst","partybusrentals","Party Bus Rentals",220,16321,5867,3633681,8.34846490545,3
"Elmhurst","shoes","Shoe Stores",280,16321,12235,3633681,5.09511617494,4
"Elmhurst","homecleaning","Home Cleaning",432,16321,27236,3633681,3.53134748717,5
"Eltingville","chimneysweeps","Chimney Sweeps",197,4980,765,3633681,187.898038428,1
"Eltingville","fireplace","Fireplace Services",106,4980,587,3633681,131.760495474,2
"Eltingville","airductcleaning","Air Duct Cleaning",257,4980,3565,3633681,52.6006419507,3
"Eltingville","weightlosscenters","Weight Loss Centers",68,4980,3639,3633681,13.634659992,4
"Eltingville","hypnosis","Hypnosis/Hypnotherapy",68,4980,3642,3633681,13.6234288058,5
"Emerson Hill","austrian","Austrian",38,2054,358,3633681,187.778959708,1
"Emerson Hill","fitness","Fitness & Instruction",27,2054,513,3633681,93.1092348691,2
"Emerson Hill","buffets","Buffets",45,2054,1229,3633681,64.774935568,3
"Emerson Hill","german","German",38,2054,1192,3633681,56.3967009861,4
"Emerson Hill","partyequipmentrentals","Party Equipment Rentals",111,2054,6097,3633681,32.2072127831,5
"Far Rockaway","septicservices","Septic Services",57,2309,655,3633681,136.948229133,1
"Far Rockaway","snowremoval","Snow Removal",59,2309,793,3633681,117.085115702,2
"Far Rockaway","home_inspectors","Home Inspectors",58,2309,983,3633681,92.8532995087,3
"Far Rockaway","landscaping","Landscaping",59,2309,1041,3633681,89.1916395311,4
"Far Rockaway","plumbing","Plumbing",57,2309,1658,3633681,54.1019843681,5
"Fieldston","driving_schools","Driving Schools",186,632,10643,3633681,100.479762951,1
"Fieldston","hotdog","Hot Dogs",20,632,1570,3633681,73.2419777473,2
"Fieldston","rehabilitation_center","Rehabilitation Center",11,632,1377,3633681,45.9291559803,3
"Fieldston","elementaryschools","Elementary Schools",30,632,4701,3633681,36.6910992544,4
"Fieldston","highschools","Middle Schools & High Schools",21,632,4061,3633681,29.7314455347,5
"Financial District","landmarks","Landmarks & Historical Buildings",1522,102120,10905,3633681,4.96620879177,1
"Financial District","walkingtours","Walking Tours",1398,102120,12609,3633681,3.94514090014,2
"Financial District","chiropractors","Chiropractors",1029,102120,12196,3633681,3.002160807,3
"Financial District","apartments","Apartments",1385,102120,16604,3633681,2.96806249135,4
"Financial District","physicaltherapy","Physical Therapy",1095,102120,15960,3633681,2.44127792491,5
"Flatbush","translationservices","Translation Services",416,29014,2806,3633681,18.5671332949,1
"Flatbush","caribbean","Caribbean",711,29014,8761,3633681,10.1637766242,2
"Flatbush","packingsupplies","Packing Supplies",310,29014,4299,3633681,9.03095004645,3
"Flatbush","driving_schools","Driving Schools",429,29014,10643,3633681,5.04815198028,4
"Flatbush","taxservices","Tax Services",525,29014,14108,3633681,4.6605057028,5
"Flatiron District","c_and_mh","Counseling & Mental Health",1985,171125,9670,3633681,4.3588043326,1
"Flatiron District","acupuncture","Acupuncture",3274,171125,18896,3633681,3.67910456899,2
"Flatiron District","specialtyschools","Specialty Schools",1687,171125,9847,3633681,3.63784743508,3
"Flatiron District","realestateagents","Real Estate Agents",8772,171125,72568,3633681,2.56676912103,4
"Flatiron District","interiordesign","Interior Design",3778,171125,32893,3633681,2.43888771128,5
"Flatlands","roofing","Roofing",158,11674,281,3633681,175.016049292,1
"Flatlands","windowsinstallation","Windows Installation",325,11674,893,3633681,113.281505249,2
"Flatlands","carwindowtinting","Car Window Tinting",219,11674,1502,3633681,45.3838454102,3
"Flatlands","environmentaltesting","Environmental Testing",135,11674,964,3633681,43.5896963462,4
"Flatlands","flooring","Flooring",243,11674,2960,3633681,25.5529868581,5
"Floral park","afghani","Afghan",9,701,357,3633681,130.678178832,1
"Floral park","pakistani","Pakistani",12,701,1084,3633681,57.3826689337,2
"Floral park","chocolate","Chocolatiers & Shops",11,701,1400,3633681,40.7280324027,3
"Floral park","indpak","Indian",50,701,6905,3633681,37.5348860271,4
"Floral park","soup","Soup",12,701,2411,3633681,25.7995906778,5
"Floyd Bennett Field","municipality","Municipality",7,26,29,3633681,33734.438992,1
"Floyd Bennett Field","challengecourses","Challenge Courses",5,26,203,3633681,3442.28969307,2
"Floyd Bennett Field","indoor_playcenter","Indoor Playcentre",2,26,131,3633681,2133.69406929,3
"Floyd Bennett Field","cupcakes","Cupcakes",2,26,951,3633681,293.915797137,4
"Floyd Bennett Field","summer_camps","Summer Camps",2,26,2801,3633681,99.7907615412,5
"Flushing","szechuan","Szechuan",321,29453,1159,3633681,34.1695183508,1
"Flushing","translationservices","Translation Services",463,29453,2806,3633681,20.356850395,2
"Flushing","noodles","Noodles",450,29453,5127,3633681,10.8284540253,3
"Flushing","driving_schools","Driving Schools",869,29453,10643,3633681,10.0733279905,4
"Flushing","chinese","Chinese",2040,29453,27965,3633681,8.99979473763,5
"Flushing Meadows Corona Park","waffles","Waffles",175,1386,814,3633681,563.634036929,1
"Flushing Meadows Corona Park","asianfusion","Asian Fusion",175,1386,7840,3633681,58.5201665894,2
"Flushing Meadows Corona Park","foodstands","Food Stands",69,1386,3400,3633681,53.205158518,3
"Flushing Meadows Corona Park","streetvendors","Street Vendors",33,1386,1694,3633681,51.0721453871,4
"Flushing Meadows Corona Park","foodtrucks","Food Trucks",175,1386,9309,3633681,49.2854341025,5
"Fordham","locksmiths","Keys & Locksmiths",154,6816,2350,3633681,34.9357502997,1
"Fordham","cellphoneaccessories","Mobile Phone Accessories",85,6816,3388,3633681,13.374967652,2
"Fordham","deptstores","Department Stores",110,6816,4446,3633681,13.1898678112,3
"Fordham","deptstores","Department Stores",110,6816,4446,3633681,13.1898678112,3
"Fordham","chicken_wings","Chicken Wings",208,6816,8458,3633681,13.1103072681,4
"Fordham","hardware","Hardware Stores",154,6816,7396,3633681,11.1004614933,5
"Forest Hills","businessconsulting","Business Consulting",293,30840,3990,3633681,8.65221202325,1
"Forest Hills","laundryservices","Laundry Services",339,30840,16383,3633681,2.4380280368,2
"Forest Hills","officecleaning","Office Cleaning",512,30840,25322,3633681,2.38234352436,3
"Forest Hills","sandwiches","Sandwiches",563,30840,29110,3633681,2.27876016037,4
"Forest Hills","carpet_cleaning","Carpet Cleaning",403,30840,20853,3633681,2.27703093882,5
"Forest Hills Gardens","communitycenters","Community Centers",66,928,1130,3633681,228.699025404,1
"Forest Hills Gardens","custommerchandise","Customized Merchandise",12,928,463,3633681,101.484350562,2
"Forest Hills Gardens","elementaryschools","Elementary Schools",40,928,4701,3633681,33.3172050701,3
"Forest Hills Gardens","pet_training","Pet Training",115,928,14721,3633681,30.5885823296,4
"Forest Hills Gardens","petservices","Pet Services",13,928,2345,3633681,21.7069760496,5
"Fort Greene","french","French",315,23463,9214,3633681,5.29450793222,1
"Fort Greene","wine_bars","Wine Bars",439,23463,15538,3633681,4.37555009682,2
"Fort Greene","tradamerican","American (Traditional)",740,23463,36612,3633681,3.13019593756,3
"Fort Greene","cocktailbars","Cocktail Bars",524,23463,27303,3633681,2.97224205839,4
"Fort Greene","theater","Performing Arts",476,23463,27050,3633681,2.72522861692,5
"Fort Hamilton","estatephotography","Real Estate Photography",393,10143,7279,3633681,19.3419921879,1
"Fort Hamilton","cellphoneaccessories","Mobile Phone Accessories",132,10143,3388,3633681,13.9576049505,2
"Fort Hamilton","damagerestoration","Damage Restoration",133,10143,4547,3633681,10.4786916134,3
"Fort Hamilton","mobilephones","Mobile Phones",132,10143,4966,3633681,9.5224256086,4
"Fort Hamilton","packingservices","Packing Services",336,10143,15914,3633681,7.56380451761,5
"Fort Tilden","beaches","Beaches",14,43,31,3633681,38163.1912978,1
"Fort Tilden","parks","Parks",14,43,1357,3633681,871.819403266,2
"Fort Tilden","landmarks","Landmarks & Historical Buildings",10,43,10905,3633681,77.4912510796,3
"Fort Tilden","hotels","Hotels",5,43,18684,3633681,22.6140572956,4
"Fort Tilden","hotels","Hotels",5,43,18684,3633681,22.6140572956,4
"Fort Wadsworth","guesthouses","Guest Houses",10,119,514,3633681,594.068763692,1
"Fort Wadsworth","parks","Parks",22,119,1357,3633681,495.042710378,2
"Fort Wadsworth","soup","Soup",22,119,2411,3633681,278.628352544,3
"Fort Wadsworth","landmarks","Landmarks & Historical Buildings",22,119,10905,3633681,61.6022886734,4
"Fort Wadsworth","hotels","Hotels",10,119,18684,3633681,16.3429321632,5
"Fort Wadsworth","hotels","Hotels",10,119,18684,3633681,16.3429321632,5
"Fresh Kills Park","cabinetry","Cabinetry",10,20,4054,3633681,448.159965466,1
"Fresh Kills Park","kitchenandbath","Kitchen & Bath",10,20,12635,3633681,143.794261971,2
"Fresh Meadows","homeautomation","Home Automation",124,7230,811,3633681,76.843888238,1
"Fresh Meadows","boatcharters","Boat Charters",148,7230,1054,3633681,70.571541726,2
"Fresh Meadows","locksmiths","Keys & Locksmiths",135,7230,2350,3633681,28.8718363203,3
"Fresh Meadows","securitysystems","Security Systems",172,7230,3645,3633681,23.7158893272,4
"Fresh Meadows","photoboothrentals","Photo Booth Rentals",427,7230,10584,3633681,20.2761989835,5
"Garment District","testprep","Test Preparation",1227,102115,12056,3633681,3.62158414156,1
"Garment District","privatetutors","Private Tutors",1665,102115,22216,3633681,2.66689322107,2
"Garment District","sessionphotography","Session Photography",4057,102115,55937,3633681,2.58085195787,3
"Garment District","eventphotography","Event Photography",3811,102115,54887,3633681,2.47073809395,4
"Garment District","hotels","Hotels",1243,102115,18684,3633681,2.36732849903,5
"Garment District","hotels","Hotels",1243,102115,18684,3633681,2.36732849903,5
"Georgetown","costumes","Costumes",31,1140,1086,3633681,90.9858413298,1
"Georgetown","partysupplies","Party Supplies",31,1140,1191,3633681,82.9644195501,2
"Georgetown","cellphoneaccessories","Mobile Phone Accessories",61,1140,3388,3633681,57.3889633692,3
"Georgetown","mobilephones","Mobile Phones",61,1140,4966,3633681,39.1530019925,4
"Georgetown","soup","Soup",19,1140,2411,3633681,25.118768146,5
"Gerritsen Beach","partycharacters","Party Characters",10,434,548,3633681,152.783519459,1
"Gerritsen Beach","rehabilitation_center","Rehabilitation Center",8,434,1377,3633681,48.6421894923,2
"Gerritsen Beach","sportsmed","Sports Medicine",8,434,2235,3633681,29.9688120496,3
"Gerritsen Beach","bagels","Bagels",20,434,6258,3633681,26.7578679014,4
"Gerritsen Beach","meats","Meat Shops",8,434,2565,3633681,26.1131754116,5
"Glen Oaks","farmersmarket","Farmers Market",10,754,802,3633681,60.0898450161,1
"Glen Oaks","indpak","Indian",79,754,6905,3633681,55.1364576471,2
"Glen Oaks","hookah_bars","Hookah Bars",37,754,3323,3633681,53.659526362,3
"Glen Oaks","pakistani","Pakistani",12,754,1084,3633681,53.3491391545,4
"Glen Oaks","halal","Halal",21,754,5289,3633681,19.1346789518,5
"Glendale","snowremoval","Snow Removal",157,6128,793,3633681,117.396326251,1
"Glendale","tiling","Tiling",162,6128,1419,3633681,67.6956340839,2
"Glendale","windshieldinstallrepair","Windshield Installation & Repair",84,6128,1087,3633681,45.8223948588,3
"Glendale","flooring","Flooring",162,6128,2960,3633681,32.4527380963,4
"Glendale","contractors","Contractors",156,6128,5659,3633681,16.3460546222,5
"Governors Island","parks","Parks",48,494,1357,3633681,260.184391027,1
"Governors Island","festivals","Festivals",74,494,2929,3633681,185.837004795,2
"Governors Island","hotdog","Hot Dogs",17,494,1570,3633681,79.6469442224,3
"Governors Island","localflavor","Local Flavor",30,494,3001,3633681,73.5317849516,4
"Governors Island","landmarks","Landmarks & Historical Buildings",93,494,10905,3633681,62.7302658031,5
"Gowanus","bbq","Barbeque",284,27558,5642,3633681,6.63719168536,1
"Gowanus","selfstorage","Self Storage",996,27558,23730,3633681,5.53427457768,2
"Gowanus","packingservices","Packing Services",539,27558,15914,3633681,4.46589505928,3
"Gowanus","copyshops","Printing Services",303,27558,9263,3633681,4.31310535521,4
"Gowanus","kitchenandbath","Kitchen & Bath",381,27558,12635,3633681,3.97602248428,5
"Gramercy","foodtours","Food Tours",368,36117,3727,3633681,9.93398625561,1
"Gramercy","dryclean","Dry Cleaning",432,36117,4429,3633681,9.81325751142,2
"Gramercy","sewingalterations","Sewing & Alterations",457,36117,8553,3633681,5.37567317341,3
"Gramercy","pubs","Pubs",444,36117,9946,3633681,4.49127496305,4
"Gramercy","walkingtours","Walking Tours",540,36117,12609,3633681,4.30871971588,5
"Graniteville","musicproduction","Music Production Services",167,1907,1054,3633681,301.906153699,1
"Graniteville","outdoorfurniture","Outdoor Furniture Stores",22,1907,232,3633681,180.688619966,2
"Graniteville","recording_studios","Recording & Rehearsal Studios",167,1907,2309,3633681,137.812510177,3
"Graniteville","poolhalls","Pool Halls",36,1907,923,3633681,74.3184947286,4
"Graniteville","wraps","Wraps",20,1907,764,3633681,49.8807232653,5
"Grant City","speakeasies","Speakeasies",40,2971,514,3633681,95.1789739204,1
"Grant City","costumes","Costumes",52,2971,1086,3633681,58.5622379131,2
"Grant City","tires","Tires",113,2971,3694,3633681,37.4132726262,3
"Grant City","autopartssupplies","Auto Parts & Supplies",101,2971,3525,3633681,35.0434131355,4
"Grant City","creperies","Creperies",32,2971,1466,3633681,26.6968581692,5
"Grasmere - Concord","donationcenter","Donation Center",38,1954,313,3633681,225.767538366,1
"Grasmere - Concord","pastashops","Pasta Shops",36,1954,1233,3633681,54.2952282049,2
"Grasmere - Concord","hotdog","Hot Dogs",34,1954,1570,3633681,40.271842831,3
"Grasmere - Concord","streetvendors","Street Vendors",34,1954,1694,3633681,37.3239629543,4
"Grasmere - Concord","peruvian","Peruvian",38,1954,1923,3633681,36.7473944403,5
"Gravesend","glassandmirrors","Glass & Mirrors",351,30867,1683,3633681,24.5513499438,1
"Gravesend","russian","Russian",298,30867,2046,3633681,17.1460075566,2
"Gravesend","kosher","Kosher",527,30867,4665,3633681,13.2987659638,3
"Gravesend","partybusrentals","Party Bus Rentals",454,30867,5867,3633681,9.10944967083,4
"Gravesend","furnitureassembly","Furniture Assembly",315,30867,4358,3633681,8.50894475496,5
"Great Kills","photoboothrentals","Photo Booth Rentals",149,2735,10584,3633681,18.703630087,1
"Great Kills","pest_control","Pest Control",130,2735,10738,3633681,16.0845687018,2
"Great Kills","dancestudio","Dance Studios",28,2735,2321,3633681,16.0277425651,3
"Great Kills","dance_schools","Dance Schools",28,2735,4922,3633681,7.55798262771,4
"Great Kills","bagels","Bagels",34,2735,6258,3633681,7.21826505948,5
"Greenpoint","fingerprinting","Fingerprinting",480,31742,592,3633681,92.8179647734,1
"Greenpoint","processservers","Process Servers",480,31742,1080,3633681,50.8779955054,2
"Greenpoint","arttours","Art Tours",411,31742,3631,3633681,12.9577048592,3
"Greenpoint","commercialrealestate","Commercial Real Estate",551,31742,7440,3633681,8.47795630751,4
"Greenpoint","djs","DJs",456,31742,13089,3633681,3.98814450214,5
"Greenridge","poolhalls","Pool Halls",11,460,923,3633681,94.1412478214,1
"Greenridge","carbrokers","Car Brokers",12,460,1092,3633681,86.805566173,2
"Greenridge","greek","Greek",24,460,4365,3633681,43.4326131779,3
"Greenridge","donuts","Donuts",22,460,5818,3633681,29.8701862286,4
"Greenridge","sportsbars","Sports Bars",36,460,9932,3633681,28.632202455,5
"Greenwich Village","realestateagents","Real Estate Agents",6375,83192,72568,3633681,3.83707482282,1
"Greenwich Village","c_and_mh","Counseling & Mental Health",836,83192,9670,3633681,3.77611347066,2
"Greenwich Village","theater","Performing Arts",1544,83192,27050,3633681,2.49313192172,3
"Greenwich Village","wine_bars","Wine Bars",861,83192,15538,3633681,2.4203226618,4
"Greenwich Village","acupuncture","Acupuncture",910,83192,18896,3633681,2.10347204617,5
"Greenwood","junkyards","Junkyards",330,14811,523,3633681,154.801322669,1
"Greenwood","breweries","Breweries",257,14811,932,3633681,67.6518421814,2
"Greenwood","carbuyers","Car Buyers",330,14811,1386,3633681,58.4134861155,3
"Greenwood","winetours","Wine Tours",272,14811,1581,3633681,42.2084544835,4
"Greenwood","refinishing","Refinishing Services",165,14811,1383,3633681,29.2700982488,5
"Grymes Hill","pakistani","Pakistani",36,697,1084,3633681,173.135943712,1
"Grymes Hill","septicservices","Septic Services",15,697,655,3633681,119.388907751,2
"Grymes Hill","transmissionrepair","Transmission Repair",18,697,1135,3633681,82.6781334732,3
"Grymes Hill","plumbing","Plumbing",15,697,1658,3633681,47.1650992622,4
"Grymes Hill","oilchange","Oil Change Stations",18,697,2459,3633681,38.161724885,5
"Hamilton Heights","internetcafe","Internet Cafes",165,12421,401,3633681,120.373200523,1
"Hamilton Heights","musicalinstrumentsandteachers","Musical Instruments & Teachers",391,12421,5123,3633681,22.3276305706,2
"Hamilton Heights","translationservices","Translation Services",186,12421,2806,3633681,19.3916834795,3
"Hamilton Heights","windowwashing","Window Washing",126,12421,2037,3633681,18.0954651957,4
"Hamilton Heights","home_organization","Home Organization",361,12421,10370,3633681,10.1840068267,5
"Harlem","soulfood","Soul Food",353,36032,2220,3633681,16.0354133788,1
"Harlem","photographystores","Photography Stores & Services",362,36032,2408,3633681,15.1603950097,2
"Harlem","hair_extensions","Hair Extensions",606,36032,5960,3633681,10.2537988511,3
"Harlem","hair_extensions","Hair Extensions",606,36032,5960,3633681,10.2537988511,3
"Harlem","hairstylists","Hair Stylists",605,36032,13934,3633681,4.37862747307,4
"Harlem","pet_training","Pet Training",635,36032,14721,3633681,4.35005593945,5
"Heartland Village","sextherapists","Sex Therapists",192,5894,340,3633681,348.144050779,1
"Heartland Village","hypnosis","Hypnosis/Hypnotherapy",192,5894,3642,3633681,32.5010920552,2
"Heartland Village","djs","DJs",314,5894,13089,3633681,14.7897164211,3
"Heartland Village","deptstores","Department Stores",70,5894,4446,3633681,9.70655787102,4
"Heartland Village","deptstores","Department Stores",70,5894,4446,3633681,9.70655787102,4
"Heartland Village","eventplanning","Party & Event Planning",319,5894,23258,3633681,8.45580547275,5
"High Bridge","hydrojetting","Hydro-jetting",74,2321,412,3633681,281.194072274,1
"High Bridge","waterheaterinstallrepair","Water Heater Installation/Repair",74,2321,542,3633681,213.748999588,2
"High Bridge","plumbing","Plumbing",74,2321,1658,3633681,69.8745221814,3
"High Bridge","hostels","Hostels",44,2321,1185,3633681,58.1307576939,4
"High Bridge","dominican","Dominican",69,2321,2980,3633681,36.2497056349,5
"Hillcrest","blowoutservices","Blow Dry/Out Services",167,3237,3442,3633681,54.4640212843,1
"Hillcrest","spraytanning","Spray Tanning",167,3237,4260,3633681,44.0059063992,2
"Hillcrest","cantonese","Cantonese",40,3237,1634,3633681,27.4797032022,3
"Hillcrest","homeappliancerepair","Appliances & Repair",238,3237,12119,3633681,22.0452115227,4
"Hillcrest","groomer","Pet Groomers",212,3237,13722,3633681,17.3429329305,5
"Hollis","groutservices","Grout Services",37,3583,220,3633681,170.560724888,1
"Hollis","snowremoval","Snow Removal",53,3583,793,3633681,67.7801728704,2
"Hollis","chickenshop","Chicken Shop",74,3583,1567,3633681,47.8919712512,3
"Hollis","soulfood","Soul Food",57,3583,2220,3633681,26.0388542743,4
"Hollis","seafoodmarkets","Seafood Markets",37,3583,1572,3633681,23.8698215492,5
"Holliswood","uniforms","Uniforms",10,572,217,3633681,292.746044278,1
"Holliswood","physicians","Doctors",10,572,441,3633681,144.049640835,2
"Holliswood","menshair","Men's Hair Salons",8,572,872,3633681,58.2806345031,3
"Holliswood","paintstores","Paint Stores",10,572,1428,3633681,44.4859184933,4
"Holliswood","plumbing","Plumbing",10,572,1658,3633681,38.3147717783,5
"Homecrest","clothingrental","Clothing Rental",308,18938,351,3633681,168.366733371,1
"Homecrest","translationservices","Translation Services",762,18938,2806,3633681,52.105070814,2
"Homecrest","personalcare","Personal Care Services",232,18938,1525,3633681,29.1897803531,3
"Homecrest","legalservices","Legal Services",499,18938,3788,3633681,25.2757040202,4
"Homecrest","notaries","Notaries",762,18938,14180,3633681,10.3107777648,5
"Howard Beach","junkyards","Junkyards",193,4481,523,3633681,299.245393872,1
"Howard Beach","carbuyers","Car Buyers",193,4481,1386,3633681,112.918716447,2
"Howard Beach","roadsideassist","Roadside Assistance",187,4481,1476,3633681,102.737052832,3
"Howard Beach","wildlifecontrol","Wildlife Control",46,4481,386,3633681,96.6367645545,4
"Howard Beach","carwash","Car Wash",47,4481,895,3633681,42.5840219225,5
"Huguenot","landsurveying","Land Surveying",13,1083,64,3633681,681.524887465,1
"Huguenot","medcenters","Medical Centers",26,1083,550,3633681,158.609428356,2
"Huguenot","wraps","Wraps",26,1083,764,3633681,114.182180099,3
"Huguenot","cookingclasses","Cooking Classes",20,1083,939,3633681,71.4632469858,4
"Huguenot","soup","Soup",26,1083,2411,3633681,36.1821591023,5
"Hunters Point","home_organization","Home Organization",509,28527,10370,3633681,6.2521547926,1
"Hunters Point","apartments","Apartments",772,28527,16604,3633681,5.92236638766,2
"Hunters Point","vet","Veterinarians",363,28527,8676,3633681,5.32939337371,3
"Hunters Point","photoboothrentals","Photo Booth Rentals",413,28527,10584,3633681,4.97039514501,4
"Hunters Point","propertymgmt","Property Management",967,28527,26617,3633681,4.62762400676,5
"Hunts Point","butcher","Butcher",41,3404,903,3633681,48.4678051228,1
"Hunts Point","puertorican","Puerto Rican",34,3404,757,3633681,47.9446645255,2
"Hunts Point","localservices","Local Services",55,3404,1325,3633681,44.3102354611,3
"Hunts Point","markets","Fruits & Veggies",65,3404,1910,3633681,36.3276442559,4
"Hunts Point","seafoodmarkets","Seafood Markets",40,3404,1572,3633681,27.1621845875,5
"Inwood","dominican","Dominican",161,11548,2980,3633681,17.0000279255,1
"Inwood","bridal","Bridal",126,11548,2468,3633681,16.0644334071,2
"Inwood","latin","Latin American",526,11548,11679,3633681,14.171639904,3
"Inwood","furnitureassembly","Furniture Assembly",171,11548,4358,3633681,12.3466434689,4
"Inwood","hookah_bars","Hookah Bars",120,11548,3323,3633681,11.3629456024,5
"Jackson Heights","astrologers","Astrologers",136,14004,201,3633681,175.564840749,1
"Jackson Heights","colombian","Colombian",396,14004,1405,3633681,73.1330283874,2
"Jackson Heights","spiritual_shop","Spiritual Shop",136,14004,1114,3633681,31.677318663,3
"Jackson Heights","architects","Architects",319,14004,3202,3633681,25.8502085645,4
"Jackson Heights","petboarding","Pet Boarding",195,14004,2135,3633681,23.6990767777,5
"Jacob Riis Park","beaches","Beaches",5,117,31,3633681,5009.21009098,1
"Jacob Riis Park","puertorican","Puerto Rican",10,117,757,3633681,410.265555668,2
"Jacob Riis Park","publicart","Public Art",5,117,670,3633681,231.76942212,3
"Jacob Riis Park","boatcharters","Boat Charters",5,117,1054,3633681,147.329708558,4
"Jacob Riis Park","parks","Parks",5,117,1357,3633681,114.432949757,5
"Jamaica","stereo_installation","Car Stereo Installation",209,18916,3020,3633681,13.2940355514,1
"Jamaica","autocustomization","Auto Customization",197,18916,3089,3633681,12.2508383831,2
"Jamaica","halal","Halal",331,18916,5289,3633681,12.0218670129,3
"Jamaica","autoglass","Auto Glass Services",252,18916,5562,3633681,8.70336202773,4
"Jamaica","caribbean","Caribbean",340,18916,8761,3633681,7.45491557253,5
"Jamaica Estates","doorsales","Door Sales/Installation",151,3225,949,3633681,179.27833656,1
"Jamaica Estates","buildingsupplies","Building Supplies",151,3225,1652,3633681,102.987373726,2
"Jamaica Estates","kosher","Kosher",85,3225,4665,3633681,20.5297828959,3
"Jamaica Estates","halal","Halal",85,3225,5289,3633681,18.1076644374,4
"Jamaica Estates","hookah_bars","Hookah Bars",43,3225,3323,3633681,14.5799217574,5
"Jamaica Hills","bangladeshi","Bangladeshi",42,2030,620,3633681,121.257430478,1
"Jamaica Hills","photoboothrentals","Photo Booth Rentals",242,2030,10584,3633681,40.9276015661,2
"Jamaica Hills","vegetarian","Vegetarian",50,2030,3961,3633681,22.5951860691,3
"Jamaica Hills","hairstylists","Hair Stylists",164,2030,13934,3633681,21.067781328,4
"Jamaica Hills","makeupartists","Makeup Artists",164,2030,18621,3633681,15.7649140768,5
"John F. Kennedy International Airport","airportlounges","Airport Lounges",57,2739,148,3633681,510.937649862,1
"John F. Kennedy International Airport","airlines","Airlines",222,2739,1088,3633681,270.694134157,2
"John F. Kennedy International Airport","travelservices","Travel Services",217,2739,10925,3633681,26.350754447,3
"John F. Kennedy International Airport","taxis","Taxis",336,2739,20581,3633681,21.6584598572,4
"John F. Kennedy International Airport","limos","Limos",419,2739,36253,3633681,15.3329188695,5
"Kensington","animalphysicaltherapy","Animal Physical Therapy",385,12424,385,3633681,292.472714102,1
"Kensington","nursingschools","Nursing Schools",351,12424,444,3633681,231.211537499,2
"Kensington","aquariums","Aquariums",165,12424,1128,3633681,42.781912967,3
"Kensington","hypnosis","Hypnosis/Hypnotherapy",385,12424,3642,3633681,30.9176262848,4
"Kensington","aquariumservices","Aquarium Services",165,12424,1864,3633681,25.8894838127,5
"Kew Gardens","bailbondsmen","Bail Bondsmen",96,9743,328,3633681,109.156973237,1
"Kew Gardens","buildingsupplies","Building Supplies",143,9743,1652,3633681,32.2834611625,2
"Kew Gardens","payroll","Payroll Services",219,9743,2920,3633681,27.9714743919,3
"Kew Gardens","businessconsulting","Business Consulting",219,9743,3990,3633681,20.4703521865,4
"Kew Gardens","cabinetry","Cabinetry",118,9743,4054,3633681,10.8555631582,5
"Kew Gardens Hills","refinishing","Refinishing Services",159,6844,1383,3633681,61.0396087711,1
"Kew Gardens Hills","petboarding","Pet Boarding",209,6844,2135,3633681,51.9738877247,2
"Kew Gardens Hills","kosher","Kosher",243,6844,4665,3633681,27.6561309364,3
"Kew Gardens Hills","packingsupplies","Packing Supplies",181,6844,4299,3633681,22.3536232449,4
"Kew Gardens Hills","groomer","Pet Groomers",209,6844,13722,3633681,8.08659454105,5
"Kingsbridge","emergencypethospital","Emergency Pet Hospital",208,10092,358,3633681,209.194308452,1
"Kingsbridge","partycharacters","Party Characters",138,10092,548,3633681,90.6709328918,2
"Kingsbridge","clowns","Clowns",138,10092,748,3633681,66.4273679475,3
"Kingsbridge","dominican","Dominican",147,10092,2980,3633681,17.7611313832,4
"Kingsbridge","autoglass","Auto Glass Services",180,10092,5562,3633681,11.6522844202,5
"La Guardia Airport","airportlounges","Airport Lounges",68,1949,148,3633681,856.608059573,1
"La Guardia Airport","airlines","Airlines",113,1949,1088,3633681,193.635288553,2
"La Guardia Airport","wineries","Wineries",29,1949,337,3633681,160.436454516,3
"La Guardia Airport","wineries","Wineries",29,1949,337,3633681,160.436454516,3
"La Guardia Airport","gelato","Gelato",32,1949,377,3633681,158.249952026,4
"La Guardia Airport","food_court","Food Court",43,1949,833,3633681,96.2406202091,5
"La Tourette Park","drywall","Drywall Installation & Repair",58,361,111,3633681,5259.50183424,1
"La Tourette Park","golf","Golf",7,361,65,3633681,1083.98751332,2
"La Tourette Park","artrestoration","Art Restoration",58,361,638,3633681,915.054394359,3
